HMM Name	HMM Length	Target Name	Target Length	i-Evalue	HMM From	HMM To	Target From	Target To	Coverage	HMM File Name
0035607	54	WP_004295301.1	306	2.527604040089979e-08	3	53	250	298	0.9444444444444444	TF
MerR	38	WP_004323231.1	97	7.828412228695049e-07	4	38	47	81	0.9210526315789473	TF
Trans_reg_C	77	WP_005678712.1	233	2.0507591874370557e-18	1	77	152	226	1.0	TF
0043707	64	WP_005842174.1	69	7.78012090328545e-09	3	61	3	62	0.921875	TF
0040266	151	WP_005928359.1	154	1.8735180610026411e-10	24	123	4	103	0.6622516556291391	TF
0044030	41	WP_005931903.1	126	7.067500292391407e-07	1	30	93	122	0.7317073170731707	TF
HTH_AraC	42	WP_007487760.1	291	5.552287716353655e-07	6	42	238	275	0.8809523809523809	TF
0040586	141	WP_008759738.1	148	1.2561444129892849e-26	15	137	20	142	0.8723404255319149	TF
Pencillinase_R	115	WP_008759873.1	121	1.1054065869198239e-26	1	115	4	117	1.0	TF
0041905	120	WP_008759897.1	357	2.6091108878562984e-08	2	62	293	349	0.5083333333333333	TF
0038753	71	WP_008759971.1	220	1.6578867392887487e-08	2	70	152	215	0.971830985915493	TF
HTH_8	42	WP_008760045.1	413	8.069269020088771e-16	1	42	369	410	1.0	TF
GerE	57	WP_008760068.1	183	5.1120576703592025e-05	16	38	140	162	0.40350877192982454	TF
HTH_1	60	WP_008760345.1	298	1.5984976277935077e-18	3	60	5	62	0.9666666666666667	TF
HTH_AraC	42	WP_008760378.1	1353	2.202397246885024e-07	6	42	1312	1349	0.8809523809523809	TF
HTH_3	55	WP_008760436.1	101	2.248885568213893e-17	1	53	44	96	0.9636363636363636	TF
GerE	57	WP_008760474.1	220	2.1813703179823727e-17	2	57	152	207	0.9824561403508771	TF
0041150	134	WP_008760530.1	142	2.45067623238425e-28	3	134	3	131	0.9850746268656716	TF
0045030	74	WP_008760805.1	220	8.440520483970588e-19	1	73	16	88	0.9864864864864865	TF
0035607	54	WP_008760890.1	287	1.9751670529753263e-08	4	53	236	283	0.9259259259259259	TF
0042546	127	WP_008760912.1	113	1.0406337889514478e-18	1	98	12	110	0.7716535433070866	TF
0036286	54	WP_008760939.1	298	2.088873069353178e-09	2	53	188	239	0.9629629629629629	TF
HTH_AraC	42	WP_008760939.1	298	1.618771355965564e-09	8	41	254	288	0.8095238095238095	TF
GerE	57	WP_008760954.1	174	1.4687856705185846e-06	15	48	134	167	0.5964912280701754	TF
0040266	151	WP_008761061.1	159	6.133408675367515e-09	21	143	3	125	0.8145695364238411	TF
0043143	63	WP_008761125.1	73	5.236304199119981e-15	4	60	8	65	0.9047619047619048	TF
Trans_reg_C	77	WP_008761359.1	224	3.8158934233094147e-23	3	77	149	222	0.974025974025974	TF
Pencillinase_R	115	WP_008761500.1	120	1.023248421895117e-31	1	114	4	116	0.991304347826087	TF
LacI	46	WP_008761511.1	355	1.033038088599924e-16	1	46	7	52	1.0	TF
HTH_10	53	WP_008761748.1	169	2.3940310493399337e-05	25	51	137	163	0.5094339622641509	TF
HTH_3	55	WP_008761981.1	191	8.432453198287546e-13	1	53	11	63	0.9636363636363636	TF
0044258	100	WP_008762199.1	95	1.5482010855554806e-12	8	95	4	92	0.88	TF
0037176	98	WP_008762237.1	449	3.935744499268106e-17	2	97	355	447	0.9795918367346939	TF
Trans_reg_C	77	WP_008762294.1	229	1.4670836953875632e-23	2	77	154	226	0.987012987012987	TF
0037176	98	WP_008762306.1	453	1.4583552983261704e-18	1	95	366	451	0.9693877551020408	TF
LytTR	98	WP_008762319.1	239	2.2791103118911823e-17	2	94	143	229	0.9489795918367347	TF
0037767	80	WP_008762363.1	229	4.3618719168934467e-10	8	79	164	228	0.9	TF
0036955	59	WP_008762561.1	347	2.8861765271054055e-13	2	58	6	62	0.9661016949152542	TF
GerE	57	WP_008762686.1	180	4.028689319526255e-06	16	43	136	163	0.49122807017543857	TF
Arg_repressor	70	WP_008762699.1	157	2.9267158216538347e-21	2	67	3	68	0.9428571428571428	TF
0036286	54	WP_008762705.1	299	5.063994958278169e-10	2	53	193	244	0.9629629629629629	TF
0035607	54	WP_008762705.1	299	2.269199664930848e-08	3	52	246	293	0.9259259259259259	TF
HTH_8	42	WP_008762735.1	457	3.4980131747560416e-15	3	40	414	451	0.9047619047619048	TF
DUF24	91	WP_008763033.1	115	7.06095136361535e-29	2	88	19	106	0.9560439560439561	TF
0044258	100	WP_008763041.1	98	8.959391244334266e-13	8	95	7	95	0.88	TF
0035607	54	WP_008763211.1	154	7.467305718776071e-08	2	53	95	147	0.9629629629629629	TF
0039384	65	WP_008763300.1	392	5.491915976834298e-05	6	59	237	290	0.8307692307692308	TF
0035607	54	WP_008763406.1	300	6.4566296639105216e-09	3	53	250	298	0.9444444444444444	TF
LytTR	98	WP_008763423.1	232	8.771578566682201e-20	2	97	137	228	0.9795918367346939	TF
GerE	57	WP_008763535.1	202	4.629954119298391e-05	18	45	152	179	0.49122807017543857	TF
0041150	134	WP_008763608.1	139	1.1889777681231518e-17	3	133	6	134	0.9776119402985075	TF
0037176	98	WP_008763641.1	446	5.4894176459976065e-15	1	97	355	446	0.9897959183673469	TF
GerE	57	WP_008763753.1	200	1.2931726308994295e-18	2	57	134	189	0.9824561403508771	TF
0040517	144	WP_008763774.1	156	1.0254827625623022e-13	27	117	7	97	0.6319444444444444	TF
GerE	57	WP_008763964.1	257	7.554831381795356e-18	2	56	196	250	0.9649122807017544	TF
Pencillinase_R	115	WP_008764156.1	121	6.174273012219586e-34	1	114	4	116	0.991304347826087	TF
Arc	50	WP_008764408.1	70	1.2752933119182214e-05	6	49	10	53	0.88	TF
HTH_3	55	WP_008764435.1	61	7.233287018896458e-06	18	53	20	55	0.6545454545454545	TF
0035607	54	WP_008764437.1	1385	3.8895101802068334e-05	3	51	1338	1384	0.9074074074074074	TF
GerE	57	WP_008764520.1	191	6.170647842424358e-05	17	46	146	175	0.5263157894736842	TF
LytTR	98	WP_008764714.1	234	4.7819233956989927e-20	4	95	138	223	0.9387755102040817	TF
0035607	54	WP_008764893.1	305	2.573158286395259e-09	2	53	251	300	0.9629629629629629	TF
HTH_AraC	42	WP_008764904.1	292	2.2042462881233146e-10	7	42	252	288	0.8571428571428571	TF
GerE	57	WP_008764987.1	183	2.434946577222095e-05	18	39	143	164	0.38596491228070173	TF
GerE	57	WP_008765039.1	203	1.486942373464709e-18	2	57	134	189	0.9824561403508771	TF
PspC	53	WP_008765091.1	364	2.7610199967711143e-22	1	53	114	172	1.0	TF
0038701	115	WP_008765135.1	122	2.1941428505825107e-20	7	105	4	102	0.8608695652173913	TF
HTH_3	55	WP_008765191.1	147	4.037703447932157e-11	1	55	17	70	1.0	TF
HTH_AraC	42	WP_008765359.1	290	4.423227832041934e-09	6	42	251	288	0.8809523809523809	TF
GerE	57	WP_008765464.1	196	5.6997437357253716e-08	16	48	150	182	0.5789473684210527	TF
CSD	66	WP_008765470.1	152	1.0167895388384501e-11	2	63	86	143	0.9393939393939394	TF
GerE	57	WP_008765472.1	258	2.4445705980944784e-19	2	55	196	249	0.9473684210526315	TF
0037767	80	WP_008765568.1	222	5.830528158990543e-12	2	79	149	220	0.975	TF
0035607	54	WP_008765597.1	300	2.3305949974568513e-09	2	53	249	298	0.9629629629629629	TF
HTH_AraC	42	WP_008765770.1	1472	1.4098801895768974e-09	2	42	1429	1467	0.9761904761904762	TF
Trans_reg_C	77	WP_008765779.1	228	3.2383179581012335e-22	3	77	151	224	0.974025974025974	TF
0035607	54	WP_008765858.1	278	2.8604292916107312e-08	5	53	231	277	0.9074074074074074	TF
GerE	57	WP_008766239.1	200	1.3437372130799407e-05	2	39	133	171	0.6666666666666666	TF
GntR	64	WP_008766583.1	325	3.9594051212261993e-10	2	64	8	70	0.984375	TF
GntR	64	WP_008766589.1	244	4.561414718657351e-19	1	64	13	76	1.0	TF
GerE	57	WP_008766766.1	195	8.177394473237838e-05	18	39	148	169	0.38596491228070173	TF
HTH_1	60	WP_008766770.1	308	3.52057905629e-17	1	60	3	62	1.0	TF
0035607	54	WP_008766785.1	589	1.6133994936480906e-07	2	51	533	581	0.9259259259259259	TF
GerE	57	WP_008766886.1	183	5.768756536593908e-05	4	44	130	171	0.7192982456140351	TF
0043707	64	WP_008766965.1	184	2.7850975704103024e-08	3	63	8	69	0.953125	TF
HTH_AraC	42	WP_008766976.1	1330	2.3745505839556856e-09	2	41	1288	1325	0.9523809523809523	TF
0035607	54	WP_008767023.1	1381	1.5757773382372172e-07	2	52	1324	1374	0.9444444444444444	TF
0036286	54	WP_008767033.1	286	2.043583171851087e-11	2	53	181	232	0.9629629629629629	TF
HTH_AraC	42	WP_008767033.1	286	7.542559290849329e-13	2	42	244	282	0.9761904761904762	TF
0036286	54	WP_008767092.1	381	2.34924331360492e-07	2	53	274	325	0.9629629629629629	TF
0035607	54	WP_008767092.1	381	2.557374574359635e-08	3	52	327	374	0.9259259259259259	TF
HTH_3	55	WP_008767134.1	108	1.7654118143783997e-08	1	51	23	72	0.9272727272727272	TF
0036286	54	WP_008767195.1	293	1.3598841865776796e-07	4	53	189	238	0.9259259259259259	TF
0035607	54	WP_008767195.1	293	2.4482547500901733e-10	2	52	239	287	0.9444444444444444	TF
0035607	54	WP_008767227.1	303	5.681327064529732e-05	3	53	251	299	0.9444444444444444	TF
HTH_AraC	42	WP_008767245.1	278	8.190756200648282e-09	7	42	236	272	0.8571428571428571	TF
0036286	54	WP_008767385.1	289	5.41985410249936e-09	3	53	184	234	0.9444444444444444	TF
HTH_AraC	42	WP_008767385.1	289	1.4542658172017813e-08	6	40	247	282	0.8333333333333334	TF
GerE	57	WP_008767492.1	190	3.382324484490256e-05	10	43	137	170	0.5964912280701754	TF
0041150	134	WP_008767710.1	162	2.833708107056702e-27	3	133	14	143	0.9776119402985075	TF
GerE	57	WP_008767907.1	187	1.4459916578497885e-06	16	42	146	172	0.47368421052631576	TF
PspC	53	WP_008767912.1	78	1.6361458318215953e-26	1	53	5	63	1.0	TF
HTH_8	42	WP_009039983.1	432	3.8443436834308865e-18	6	42	393	429	0.8809523809523809	TF
0043707	64	WP_010535380.1	129	2.1273916841289787e-10	3	60	14	71	0.90625	TF
GntR	64	WP_010538531.1	123	7.808681904269734e-12	2	64	10	72	0.984375	TF
HTH_AraC	42	WP_011107220.1	1420	1.0242191421527622e-10	1	42	1375	1417	1.0	TF
LacI	46	WP_011107293.1	354	1.0746753177285047e-16	2	46	10	54	0.9782608695652174	TF
0035607	54	WP_011107322.1	297	5.648791951870245e-07	4	53	249	296	0.9259259259259259	TF
HTH_8	42	WP_011107402.1	447	7.829979630123165e-16	1	42	404	445	1.0	TF
HTH_AraC	42	WP_011107417.1	299	1.295820085829629e-09	6	35	260	290	0.7142857142857143	TF
Trans_reg_C	77	WP_011107418.1	231	5.890227297389449e-19	5	77	158	228	0.948051948051948	TF
0037176	98	WP_011107494.1	458	3.5432721821887246e-15	1	97	370	458	0.9897959183673469	TF
0038966	94	WP_011107510.1	156	3.2083096488837194e-08	28	76	2	50	0.5212765957446809	TF
Trans_reg_C	77	WP_011107524.1	225	9.128586194634788e-18	2	77	146	222	0.987012987012987	TF
HTH_AraC	42	WP_011107547.1	1329	2.8225308965227136e-08	8	40	1278	1311	0.7857142857142857	TF
HTH_AraC	42	WP_011107556.1	281	1.324261495814511e-07	1	41	241	279	0.9761904761904762	TF
LytTR	98	WP_011107611.1	259	2.9810381521352975e-22	1	97	158	257	0.9897959183673469	TF
LytTR	98	WP_011107682.1	266	2.157526002206849e-23	2	97	166	264	0.9795918367346939	TF
GntR	64	WP_011107685.1	331	7.259892322417112e-14	3	64	18	79	0.96875	TF
LytTR	98	WP_011107709.1	228	1.1932673050152989e-19	2	96	138	226	0.9693877551020408	TF
HTH_AraC	42	WP_011107753.1	296	1.3076810307716367e-07	2	42	254	292	0.9761904761904762	TF
0037861	115	WP_011107838.1	92	5.026586184796872e-08	29	88	28	85	0.5217391304347826	TF
0035607	54	WP_011107849.1	279	2.6973683125439276e-07	5	53	227	273	0.9074074074074074	TF
HTH_AraC	42	WP_011107906.1	1321	1.796159426744159e-10	7	40	1273	1307	0.8095238095238095	TF
HTH_AraC	42	WP_011107956.1	1346	4.6779694805788214e-08	10	40	1288	1319	0.7380952380952381	TF
LytTR	98	WP_011107985.1	242	3.465242096319673e-21	2	97	145	236	0.9795918367346939	TF
0036286	54	WP_011108046.1	285	1.3281373025643361e-08	3	53	13	63	0.9444444444444444	TF
HTH_AraC	42	WP_011108046.1	285	4.3509515887279864e-11	8	42	78	113	0.8333333333333334	TF
HTH_AraC	42	WP_011108071.1	282	6.670546655626421e-10	1	42	239	278	1.0	TF
0035607	54	WP_011108141.1	288	6.786478285566352e-09	4	53	233	280	0.9259259259259259	TF
GerE	57	WP_011108164.1	193	3.4360016290447137e-06	6	46	139	178	0.7192982456140351	TF
0035607	54	WP_011108181.1	281	1.3190616653509865e-07	2	53	228	277	0.9629629629629629	TF
0039468	106	WP_011108232.1	97	2.964843321561497e-05	2	49	42	87	0.4528301886792453	TF
0036286	54	WP_011108237.1	265	8.38901004100427e-05	5	50	173	216	0.8518518518518519	TF
HTH_3	55	WP_011108252.1	136	1.2159733998200687e-12	1	54	16	68	0.9818181818181818	TF
0036286	54	WP_011108261.1	315	1.61536672124896e-12	3	53	13	63	0.9444444444444444	TF
HTH_AraC	42	WP_011108261.1	315	9.273733037693686e-12	6	42	79	114	0.8809523809523809	TF
0043143	63	WP_011108348.1	71	3.7067430395756303e-07	6	60	7	63	0.873015873015873	TF
0037176	98	WP_011108397.1	426	1.0600411354581682e-13	1	97	341	425	0.9897959183673469	TF
0035607	54	WP_011108407.1	1345	2.5230053338317382e-05	3	53	1290	1338	0.9444444444444444	TF
HTH_AraC	42	WP_011108503.1	1305	2.1611522836423172e-07	6	42	1265	1302	0.8809523809523809	TF
HTH_AraC	42	WP_011108517.1	1337	3.234637189744596e-09	8	40	1289	1322	0.7857142857142857	TF
0035607	54	WP_011108527.1	1326	8.71947564126216e-07	3	52	1278	1325	0.9259259259259259	TF
HTH_AraC	42	WP_011108531.1	1338	7.190256875669946e-05	5	42	1250	1288	0.9047619047619048	TF
HTH_AraC	42	WP_011108531.1	1338	1.0962534976534627e-07	10	35	1305	1331	0.6190476190476191	TF
HTH_AraC	42	WP_011108547.1	1346	3.9077737281472934e-07	7	38	1307	1339	0.7619047619047619	TF
0036286	54	WP_011108549.1	116	2.995748492913101e-13	4	53	14	63	0.9259259259259259	TF
