HMM Name	HMM Length	Target Name	Target Length	i-Evalue	HMM From	HMM To	Target From	Target To	Coverage	HMM File Name
GH30_8.hmm	388	PUL0003|BSU_18150	422	1.3861046670053194e-167	2	387	33	419	0.9948453608247423	dbCAN
GH43_16.hmm	301	PUL0003|BSU_18160	513	5.485258616484608e-137	1	301	39	362	1.0	dbCAN
CBM6.hmm	138	PUL0003|BSU_18160	513	4.2290053342606875e-35	16	138	383	512	0.8913043478260869	dbCAN
GH43_11.hmm	292	PUL0010|GTNG_RS09205	535	8.079467333290946e-153	1	292	4	302	1.0	dbCAN
CBM91.hmm	200	PUL0010|GTNG_RS09205	535	2.3091888325234753e-56	3	198	329	534	0.98	dbCAN
GH10.hmm	303	PUL0010|GTNG_RS09220	407	3.191367978919906e-111	2	302	48	405	0.9933993399339934	dbCAN
GH39.hmm	431	PUL0010|GTNG_RS09260	506	1.964709089700036e-187	4	431	13	438	0.9930394431554525	dbCAN
GH67.hmm	669	PUL0010|GTNG_RS09265	684	0.0	5	669	8	680	0.9940209267563528	dbCAN
GH10.hmm	303	PUL0010|GTNG_RS09285	331	8.524633874463386e-117	1	301	7	329	0.9933993399339934	dbCAN
GH52.hmm	415	PUL0010|GTNG_RS09290	705	1.900929719843263e-215	1	415	20	439	1.0	dbCAN
CE4.hmm	130	PUL0010|GTNG_RS09295	208	2.682225392405996e-36	4	125	10	133	0.9384615384615385	dbCAN
GH179.hmm	338	PUL0010|GTNG_RS09350	331	5.422599515467014e-29	8	329	26	324	0.9526627218934911	dbCAN
GH51_1.hmm	472	PUL0010|GTNG_RS09355	502	2.3162261602256079e-184	3	472	9	499	0.9957627118644068	dbCAN
CBM22.hmm	131	PUL0078|xynA	684	8.528273180387359e-16	5	130	45	172	0.9618320610687023	dbCAN
CBM22.hmm	131	PUL0078|xynA	684	2.7301623577973567e-20	3	129	196	325	0.9694656488549618	dbCAN
GH10.hmm	303	PUL0078|xynA	684	7.330659501479946e-114	2	302	356	677	0.9933993399339934	dbCAN
GH67.hmm	669	PUL0227|agu67A	690	1.4130240379667509e-302	5	669	10	687	0.9940209267563528	dbCAN
GH3.hmm	216	PUL0227|xyl3A	789	3.013387897516985e-75	3	216	95	321	0.9907407407407407	dbCAN
GH10.hmm	303	PUL0262|BcellWH2_04301	721	9.844603534615191e-47	96	302	456	716	0.6831683168316832	dbCAN
GH10.hmm	303	PUL0262|BcellWH2_04302	371	1.3754288509134618e-105	2	302	31	369	0.9933993399339934	dbCAN
GH5_21.hmm	292	PUL0262|BcellWH2_04303	655	8.146923884843917e-102	2	281	62	359	0.958904109589041	dbCAN
CE1.hmm	227	PUL0262|BcellWH2_04304	293	1.386233142876141e-58	1	225	37	288	0.9911894273127754	dbCAN
CE6.hmm	99	PUL0262|BcellWH2_04305	1074	8.281761940341729e-34	2	99	86	196	0.98989898989899	dbCAN
GH95.hmm	722	PUL0262|BcellWH2_04305	1074	2.615817690571178e-296	3	713	279	1010	0.9847645429362881	dbCAN
GH8.hmm	320	PUL0262|BcellWH2_04306	417	3.28011862361388e-78	12	319	83	408	0.9625	dbCAN
GH10.hmm	303	PUL0263|BcellWH2_04323	772	2.491702641010966e-52	96	302	490	742	0.6831683168316832	dbCAN
GH97.hmm	631	PUL0289|Fjoh_3873	647	2.6353001482550967e-170	3	628	9	645	0.9920760697305864	dbCAN
GH3.hmm	216	PUL0289|Fjoh_3874	864	1.905101644479826e-68	3	216	57	302	0.9907407407407407	dbCAN
GH43_10.hmm	271	PUL0289|Fjoh_3875	518	1.1185227905625827e-98	1	271	25	293	1.0	dbCAN
CBM91.hmm	200	PUL0289|Fjoh_3875	518	3.485973042580919e-32	6	198	321	516	0.965	dbCAN
GH146.hmm	503	PUL0289|Fjoh_3876	765	1.3491684719968957e-210	1	503	34	542	1.0	dbCAN
GH115.hmm	697	PUL0289|Fjoh_3877	841	3.1147387556805426e-284	4	697	35	818	0.9956958393113343	dbCAN
CE6.hmm	99	PUL0289|Fjoh_3878	560	1.6802549502356251e-34	2	99	90	200	0.98989898989899	dbCAN
CE1.hmm	227	PUL0289|Fjoh_3878	560	4.013191665844627e-60	1	217	314	533	0.9559471365638766	dbCAN
GH43_12.hmm	281	PUL0289|Fjoh_3880	571	2.5093496306046024e-100	2	281	58	352	0.99644128113879	dbCAN
CBM91.hmm	200	PUL0289|Fjoh_3880	571	5.917979394223903e-48	6	183	390	568	0.89	dbCAN
GH127.hmm	524	PUL0328|GRFL_0296	722	7.081225949895159e-36	56	523	112	576	0.8931297709923665	dbCAN
GH43_26.hmm	294	PUL0328|GRFL_0299	366	1.473863244277636e-122	1	294	42	338	1.0	dbCAN
GH2.hmm	752	PUL0328|GRFL_0300	606	8.810884431522517e-102	23	442	53	547	0.5585106382978723	dbCAN
GH5_13.hmm	269	PUL0328|GRFL_0301	391	1.9756482733650935e-125	1	269	69	343	1.0	dbCAN
GH43_10.hmm	271	PUL0329|GRFL_0317	516	7.2407124242670025e-96	2	271	28	293	0.996309963099631	dbCAN
CBM91.hmm	200	PUL0329|GRFL_0317	516	1.7670547870235426e-30	9	196	328	514	0.94	dbCAN
GH43_12.hmm	281	PUL0329|GRFL_0318	581	1.799422919085789e-105	2	281	64	359	0.99644128113879	dbCAN
CBM91.hmm	200	PUL0329|GRFL_0318	581	1.6808018117012012e-49	5	183	396	575	0.895	dbCAN
CE20.hmm	249	PUL0329|GRFL_0320	648	1.0279311824007996e-41	3	120	102	223	0.4738955823293173	dbCAN
CE20.hmm	249	PUL0329|GRFL_0320	648	7.717052200779546e-55	103	248	388	534	0.5863453815261044	dbCAN
GH43_1.hmm	307	PUL0329|GRFL_0321	391	4.344364181099171e-161	1	307	69	378	1.0	dbCAN
GH3.hmm	216	PUL0329|GRFL_0332	735	1.0322765744095191e-72	3	215	67	307	0.9861111111111112	dbCAN
GH67.hmm	669	PUL0329|GRFL_0333	743	1.3668941247713181e-294	2	667	45	715	0.9955156950672646	dbCAN
GH10.hmm	303	PUL0329|GRFL_0336	382	8.279293442610957e-115	2	301	44	371	0.9900990099009901	dbCAN
GH115.hmm	697	PUL0329|GRFL_0337	947	3.0608589111237214e-286	2	697	46	926	0.9985652797704447	dbCAN
CE15.hmm	269	PUL0329|GRFL_0338	439	3.79858298023221e-86	1	268	73	438	0.9962825278810409	dbCAN
GH13_46.hmm	322	PUL0335|SIP56320.1	616	1.5419284901751569e-145	1	321	162	484	0.9968944099378882	dbCAN
GH97.hmm	631	PUL0335|SIP56331.1	717	2.6442104743144205e-262	3	630	13	702	0.9952456418383518	dbCAN
GH3.hmm	216	PUL0335|SIP56336.1	750	6.315399149415154e-73	2	216	92	315	0.9953703703703703	dbCAN
GH158.hmm	132	PUL0335|SIP56337.1	430	1.1900693413559751e-34	2	131	39	169	0.9848484848484849	dbCAN
GH16_3.hmm	230	PUL0335|SIP56338.1	314	3.7660086459444904e-69	1	230	76	311	1.0	dbCAN
GH3.hmm	216	PUL0336|SIP56345.1	747	6.267047726019052e-73	2	216	89	312	0.9953703703703703	dbCAN
GH158.hmm	132	PUL0336|SIP56346.1	430	1.1900693413559751e-34	2	131	39	169	0.9848484848484849	dbCAN
GH16_3.hmm	230	PUL0336|SIP56347.1	314	3.7660086459444904e-69	1	230	76	311	1.0	dbCAN
GT2.hmm	170	PUL0336|SIP56353.1	317	6.8322441322089675e-34	1	168	4	168	0.9882352941176471	dbCAN
GT2.hmm	170	PUL0337|SIP56386.1	317	6.8322441322089675e-34	1	168	4	168	0.9882352941176471	dbCAN
GH16_3.hmm	230	PUL0337|SIP56392.1	314	3.7660086459444904e-69	1	230	76	311	1.0	dbCAN
GH158.hmm	132	PUL0337|SIP56393.1	430	1.1900693413559751e-34	2	131	39	169	0.9848484848484849	dbCAN
GH3.hmm	216	PUL0337|SIP56394.1	747	6.267047726019052e-73	2	216	89	312	0.9953703703703703	dbCAN
GT2.hmm	170	PUL0338|SIP56409.1	317	6.8322441322089675e-34	1	168	4	168	0.9882352941176471	dbCAN
GH16_3.hmm	230	PUL0338|SIP56415.1	314	3.7660086459444904e-69	1	230	76	311	1.0	dbCAN
GH158.hmm	132	PUL0338|SIP56416.1	430	1.1900693413559751e-34	2	131	39	169	0.9848484848484849	dbCAN
GH3.hmm	216	PUL0338|SIP56417.1	747	6.267047726019052e-73	2	216	89	312	0.9953703703703703	dbCAN
GH97.hmm	631	PUL0338|SIP56422.1	717	2.6442104743144205e-262	3	630	13	702	0.9952456418383518	dbCAN
GH97.hmm	631	PUL0339|SIP56437.1	718	1.9190128705343534e-263	3	630	14	703	0.9952456418383518	dbCAN
GH3.hmm	216	PUL0339|SIP56440.1	750	2.0657411756485964e-72	2	216	92	315	0.9953703703703703	dbCAN
GH16_3.hmm	230	PUL0339|SIP56442.1	496	7.113638293633502e-70	1	230	258	491	1.0	dbCAN
GH20.hmm	337	PUL0339|SIP56449.1	814	1.4204306115572287e-125	8	336	162	528	0.9762611275964391	dbCAN
GH10.hmm	303	PUL0342|PRU_RS13995	726	8.88511590522165e-108	2	301	33	367	0.9900990099009901	dbCAN
CE1.hmm	227	PUL0342|PRU_RS13995	726	1.0303549289135842e-44	1	221	507	722	0.973568281938326	dbCAN
GH95.hmm	722	PUL0342|PRU_RS14000	821	2.748737633570275e-288	4	713	19	758	0.9833795013850416	dbCAN
GH3.hmm	216	PUL0342|PRU_RS14005	861	9.81635302414439e-66	3	215	57	302	0.9861111111111112	dbCAN
GH10.hmm	303	PUL0345|BACINT_04197	782	2.002202414829635e-49	96	302	493	751	0.6831683168316832	dbCAN
GH35.hmm	307	PUL0345|BACINT_04199	582	2.9395390726242084e-33	1	196	46	246	0.6384364820846905	dbCAN
CE20.hmm	249	PUL0345|BACINT_04200	556	2.3114338760450802e-40	3	140	117	257	0.5542168674698795	dbCAN
CE20.hmm	249	PUL0345|BACINT_04200	556	7.078208867063555e-45	123	248	426	551	0.5060240963855421	dbCAN
GH10.hmm	303	PUL0345|BACINT_04202	910	8.745899593524805e-102	2	302	30	368	0.9933993399339934	dbCAN
GH43_12.hmm	281	PUL0345|BACINT_04202	910	1.9668306255882166e-112	1	280	410	704	0.99644128113879	dbCAN
CBM91.hmm	200	PUL0345|BACINT_04202	910	1.7687847540127217e-40	13	182	733	908	0.85	dbCAN
