system number	system name	functional unit name	subsystem number	gene family	partition	annotation	secondary_names	gene.ID	gene.name	contig	start	stop	strand	is_fragment	category	genomic organization	completeness	product	overlapping_units
1	SusCD_model	PUL	2	GCA_000273195.1_CDS_3511	shell			GCA_003602825.1_CDS_4882		QTMY01000008.1	17683	19077	+	False	context	split	0.38		
1	SusCD_model	PUL	2	GCA_000273195.1_CDS_3512	persistent	CarbopepD_reg_2		GCA_003602825.1_CDS_4883		QTMY01000008.1	19117	21963	+	False	model	split	0.38		
1	SusCD_model	PUL	2	GCA_000273195.1_CDS_3513	shell			GCA_003602825.1_CDS_4884		QTMY01000008.1	22260	23513	+	False	filtered	split	0.38		
1	SusCD_model	PUL	2	GCA_000273195.1_CDS_3514	shell			GCA_003602825.1_CDS_4885		QTMY01000008.1	23712	24899	+	False	context	split	0.38		
1	SusCD_model	PUL	2	GCA_000273195.1_CDS_3512	persistent	CarbopepD_reg_2		GCA_003602825.1_CDS_4886		QTMY01000008.1	24923	27769	+	False	model	split	0.38		
1	SusCD_model	PUL	2	GCA_034126185.1_CDS_1257	persistent			GCA_003602825.1_CDS_4887		QTMY01000008.1	27906	28586	+	False	context	split	0.38		
3	SusCD_model	PUL	4	GCA_000436435.1_CDS_1273	shell			GCA_003602825.1_CDS_3890		QTMY01000053.1	21498	21638	-	False	context	split	0.88		
3	SusCD_model	PUL	4	GCA_000273195.1_CDS_4177	persistent	Plug		GCA_003602825.1_CDS_3891		QTMY01000053.1	21709	24546	+	False	model	split	0.88		
3	SusCD_model	PUL	2	GCF_028400995.1_CDS_5531	shell			GCA_003602825.1_CDS_1533		QTMY01000170.1	2325	3389	-	False	context	split	0.88		24:0.8|10:0.67|5:0.57
3	SusCD_model	PUL	4	GCA_024787785.1_CDS_6905	persistent			GCA_003602825.1_CDS_3892		QTMY01000053.1	24551	25783	+	False	filtered	split	0.88		
3	SusCD_model	PUL	2	GCA_000273195.1_CDS_0810	shell	SusD-like_2		GCA_003602825.1_CDS_1534		QTMY01000170.1	3422	4999	-	False	model	split	0.88		24:0.8|10:0.67|5:0.57
3	SusCD_model	PUL	3	GCA_000273195.1_CDS_0813	persistent	SusD-like_3		GCA_003602825.1_CDS_4717		QTMY01000075.1	3507	5057	+	False	model	split	0.88		24:0.8|10:0.67|5:0.57|75:0.5
3	SusCD_model	PUL	2	GCA_000436435.1_CDS_2762	shell	STN		GCA_003602825.1_CDS_1535		QTMY01000170.1	5018	7264	-	False	model	split	0.88		24:0.8|10:0.67|5:0.57
3	SusCD_model	PUL	3	GCF_015549745.1_CDS_3726	shell			GCA_003602825.1_CDS_4718		QTMY01000075.1	5085	5921	+	True	filtered	split	0.88		24:0.8|10:0.67|5:0.57|75:0.5
3	SusCD_model	PUL	3	GCA_003463955.1_CDS_2027	persistent	STN		GCA_003602825.1_CDS_4716		QTMY01000075.1	685	3489	+	False	model	split	0.88		24:0.8|10:0.67|5:0.57|75:0.5
