system number	system name	functional unit name	subsystem number	gene family	partition	annotation	secondary_names	gene.ID	gene.name	contig	start	stop	strand	is_fragment	category	genomic organization	completeness	product	overlapping_units
1	SusCD_model	PUL	4	GCA_034126185.1_CDS_1257	persistent			GCF_918291425.1_CDS_3185		NZ_CAKJZH010000002.1	4433705	4434385	-	False	context	split	0.46		
1	SusCD_model	PUL	4	GCA_000273195.1_CDS_3512	persistent	CarbopepD_reg_2		GCF_918291425.1_CDS_3186		NZ_CAKJZH010000002.1	4434522	4437368	-	False	model	split	0.46		
1	SusCD_model	PUL	4	GCA_000273195.1_CDS_3514	shell			GCF_918291425.1_CDS_3187		NZ_CAKJZH010000002.1	4437392	4438750	-	False	context	split	0.46		
1	SusCD_model	PUL	4	GCA_000273195.1_CDS_3513	shell			GCF_918291425.1_CDS_3188		NZ_CAKJZH010000002.1	4438779	4440032	-	False	filtered	split	0.46		
1	SusCD_model	PUL	4	GCA_000273195.1_CDS_3512	persistent	CarbopepD_reg_2		GCF_918291425.1_CDS_3189		NZ_CAKJZH010000002.1	4440329	4443175	-	False	model	split	0.46		
1	SusCD_model	PUL	4	GCA_000273195.1_CDS_3511	shell			GCF_918291425.1_CDS_3190		NZ_CAKJZH010000002.1	4443215	4444609	-	False	context	split	0.46		
3	SusCD_model	PUL	1	GCA_000273195.1_CDS_6259	shell			GCF_918291425.1_CDS_0956		NZ_CAKJZH010000002.1	1199803	1200981	-	False	filtered	split	0.88		12:0.5
3	SusCD_model	PUL	1	GCA_963560205.1_CDS_1251	persistent	CarbopepD_reg_2		GCF_918291425.1_CDS_0957		NZ_CAKJZH010000002.1	1201416	1204547	+	False	model	split	0.88		12:0.5
3	SusCD_model	PUL	1	GCA_003435255.1_CDS_3114	persistent	SusD-like_3		GCF_918291425.1_CDS_0958		NZ_CAKJZH010000002.1	1204572	1206653	+	False	model	split	0.88		12:0.5
3	SusCD_model	PUL	1	GCA_000273195.1_CDS_2799	persistent			GCF_918291425.1_CDS_0959		NZ_CAKJZH010000002.1	1206755	1207441	-	False	context	split	0.88		12:0.5
3	SusCD_model	PUL	2	GCA_000699685.1_CDS_0411	shell			GCF_918291425.1_CDS_1474		NZ_CAKJZH010000002.1	1975634	1975753	-	False	filtered	split	0.88		
3	SusCD_model	PUL	2	GCA_000273195.1_CDS_4177	persistent	Plug		GCF_918291425.1_CDS_1475		NZ_CAKJZH010000002.1	1975824	1978661	+	False	model	split	0.88		
3	SusCD_model	PUL	2	GCA_024787785.1_CDS_6905	persistent			GCF_918291425.1_CDS_1476		NZ_CAKJZH010000002.1	1978666	1979898	+	False	filtered	split	0.88		
4	SusCD_model	PUL	1	GCA_000273195.1_CDS_4501	shell			GCF_918291425.1_CDS_1772		NZ_CAKJZH010000002.1	2426272	2427357	-	False	context	split	1.0		27:0.8
4	SusCD_model	PUL	1	GCA_024791665.1_CDS_6225	shell	SusD-like_3		GCF_918291425.1_CDS_1773		NZ_CAKJZH010000002.1	2427384	2429213	-	False	model	split	1.0		27:0.8
4	SusCD_model	PUL	1	GCA_000273195.1_CDS_4503	shell	STN		GCF_918291425.1_CDS_1774		NZ_CAKJZH010000002.1	2429237	2432737	-	False	model	split	1.0		27:0.8
4	SusCD_model	PUL	1	GCA_000273195.1_CDS_4504	shell			GCF_918291425.1_CDS_1775		NZ_CAKJZH010000002.1	2432795	2434519	-	False	context	split	1.0		27:0.8
4	SusCD_model	PUL	2	GCA_024789885.1_CDS_2079	persistent			GCF_918291425.1_CDS_2052		NZ_CAKJZH010000002.1	2844531	2845517	+	False	context	split	1.0		26:0.8|40:0.8
4	SusCD_model	PUL	2	GCA_000273195.1_CDS_4965	persistent	Plug		GCF_918291425.1_CDS_2053		NZ_CAKJZH010000002.1	2845658	2848837	+	False	model	split	1.0		26:0.8|40:0.8
4	SusCD_model	PUL	2	GCA_000273195.1_CDS_4966	persistent	SusD-like_3		GCF_918291425.1_CDS_2054		NZ_CAKJZH010000002.1	2848858	2850744	+	False	model	split	1.0		26:0.8|40:0.8
4	SusCD_model	PUL	2	GCA_000273195.1_CDS_4967	persistent	Plug		GCF_918291425.1_CDS_2055		NZ_CAKJZH010000002.1	2850767	2853850	+	False	model	split	1.0		26:0.8|40:0.8
4	SusCD_model	PUL	2	GCA_000273195.1_CDS_4968	persistent	SusD-like_3		GCF_918291425.1_CDS_2056		NZ_CAKJZH010000002.1	2853876	2855672	+	False	model	split	1.0		26:0.8|40:0.8
4	SusCD_model	PUL	2	GCA_000273195.1_CDS_4969	persistent			GCF_918291425.1_CDS_2057		NZ_CAKJZH010000002.1	2855702	2856604	+	False	context	split	1.0		26:0.8|40:0.8
4	SusCD_model	PUL	3	GCA_003602825.1_CDS_2862	shell			GCF_918291425.1_CDS_2723		NZ_CAKJZH010000002.1	3827275	3827760	-	False	context	split	1.0		27:0.8|139:0.67
4	SusCD_model	PUL	3	GCA_000273195.1_CDS_5789	shell	SusD-like_3		GCF_918291425.1_CDS_2724		NZ_CAKJZH010000002.1	3828005	3829807	-	False	model	split	1.0		27:0.8|139:0.67
4	SusCD_model	PUL	3	GCA_000273195.1_CDS_5788	shell	CarbopepD_reg_2		GCF_918291425.1_CDS_2725		NZ_CAKJZH010000002.1	3829859	3832945	-	False	model	split	1.0		27:0.8|139:0.67
4	SusCD_model	PUL	3	GCA_003474465.1_CDS_1470	shell			GCF_918291425.1_CDS_2726		NZ_CAKJZH010000002.1	3833479	3833895	+	False	filtered	split	1.0		27:0.8|139:0.67
7	SusCD_model	PUL	1	GCA_003463715.1_CDS_4703	shell			GCF_918291425.1_CDS_2746		NZ_CAKJZH010000002.1	3853354	3854028	-	False	context	strict	0.86		8:0.67|11:0.67|14:0.33
7	SusCD_model	PUL	1	GCA_003463715.1_CDS_4702	shell	SusD-like_3		GCF_918291425.1_CDS_2747		NZ_CAKJZH010000002.1	3854048	3855889	-	False	model	strict	0.86		8:0.67|11:0.67|14:0.33
7	SusCD_model	PUL	1	GCA_003463715.1_CDS_4701	shell	Plug		GCF_918291425.1_CDS_2748		NZ_CAKJZH010000002.1	3855895	3859266	-	False	model	strict	0.86		8:0.67|11:0.67|14:0.33
7	SusCD_model	PUL	1	GCA_003463715.1_CDS_4700	shell			GCF_918291425.1_CDS_2749		NZ_CAKJZH010000002.1	3859505	3860512	-	False	context	strict	0.86		8:0.67|11:0.67|14:0.33
7	SusCD_model	PUL	1	GCF_000162555.1_CDS_1467	shell			GCF_918291425.1_CDS_2750		NZ_CAKJZH010000002.1	3860587	3861174	-	False	context	strict	0.86		8:0.67|11:0.67|6:0.57
7	SusCD_model	PUL	1	GCA_000699685.1_CDS_3913	shell	SusD-like_3		GCF_918291425.1_CDS_2751		NZ_CAKJZH010000002.1	3861539	3863092	-	False	model	strict	0.86		8:0.67|11:0.67|6:0.57
7	SusCD_model	PUL	1	GCA_003602825.1_CDS_1148	shell	TonB_dep_Rec		GCF_918291425.1_CDS_2752		NZ_CAKJZH010000002.1	3863109	3866297	-	False	model	strict	0.86		8:0.67|11:0.67|6:0.57
9	SusCD_model	PUL	1	GCA_024791665.1_CDS_2467	persistent			GCF_918291425.1_CDS_4106		NZ_CAKJZH010000002.1	5616808	5617836	+	False	context	strict	0.33		
9	SusCD_model	PUL	1	GCF_015551835.1_CDS_5144	persistent	STN		GCF_918291425.1_CDS_4107		NZ_CAKJZH010000002.1	5617964	5621353	+	False	model	strict	0.33		
9	SusCD_model	PUL	1	GCA_000273195.1_CDS_0446	persistent	SusD-like_3		GCF_918291425.1_CDS_4108		NZ_CAKJZH010000002.1	5621382	5623196	+	False	model	strict	0.33		
9	SusCD_model	PUL	1	GCA_000273195.1_CDS_0447	persistent			GCF_918291425.1_CDS_4109		NZ_CAKJZH010000002.1	5623270	5624709	+	False	context	strict	0.33		
10	SusCD_model	PUL	1	GCA_008679815.1_CDS_4928	shell			GCF_918291425.1_CDS_2007		NZ_CAKJZH010000002.1	2765725	2766405	-	False	context	split	1.0		
10	SusCD_model	PUL	1	GCA_024790715.1_CDS_1665	shell	SusD_RagB		GCF_918291425.1_CDS_2008		NZ_CAKJZH010000002.1	2766415	2767938	-	False	model	split	1.0		
10	SusCD_model	PUL	1	GCA_003435255.1_CDS_2500	shell	CarbopepD_reg_2		GCF_918291425.1_CDS_2009		NZ_CAKJZH010000002.1	2767955	2771305	-	False	model	split	1.0		
10	SusCD_model	PUL	1	GCA_003435255.1_CDS_2501	shell			GCF_918291425.1_CDS_2010		NZ_CAKJZH010000002.1	2771438	2772613	-	False	filtered	split	1.0		
10	SusCD_model	PUL	2	GCF_028400995.1_CDS_5531	shell			GCF_918291425.1_CDS_4811		NZ_CAKJZH010000002.1	6400308	6401372	-	False	filtered	split	1.0		3:0.88|24:0.8|5:0.57
