system number	system name	functional unit name	subsystem number	gene family	partition	annotation	secondary_names	gene.ID	gene.name	contig	start	stop	strand	is_fragment	category	genomic organization	completeness	product	overlapping_units
1	SusCD_model	PUL	1	GCA_024791005.1_CDS_3249	shell			GCF_040227855.1_CDS_2059		NZ_JBCNZA010000009.1	35073	36947	-	False	context	split	0.62		68:0.5
1	SusCD_model	PUL	1	GCA_000273195.1_CDS_2837	persistent	SusD-like_3		GCF_040227855.1_CDS_2060		NZ_JBCNZA010000009.1	36966	38873	-	False	model	split	0.62		68:0.5
1	SusCD_model	PUL	1	GCA_000273195.1_CDS_2836	persistent	CarbopepD_reg_2		GCF_040227855.1_CDS_2061		NZ_JBCNZA010000009.1	38899	42147	-	False	model	split	0.62		68:0.5
1	SusCD_model	PUL	1	GCA_024789885.1_CDS_3613	persistent			GCF_040227855.1_CDS_2062		NZ_JBCNZA010000009.1	42503	43297	+	False	filtered	split	0.62		68:0.5
1	SusCD_model	PUL	2	GCA_000273195.1_CDS_3511	shell			GCF_040227855.1_CDS_2514		NZ_JBCNZA010000012.1	65659	67059	+	False	context	split	0.62		
1	SusCD_model	PUL	2	GCA_000273195.1_CDS_3512	persistent	CarbopepD_reg_2		GCF_040227855.1_CDS_2515		NZ_JBCNZA010000012.1	67099	69945	+	False	model	split	0.62		
1	SusCD_model	PUL	2	GCA_000273195.1_CDS_3513	shell			GCF_040227855.1_CDS_2516		NZ_JBCNZA010000012.1	70243	71496	+	False	filtered	split	0.62		
1	SusCD_model	PUL	2	GCA_000273195.1_CDS_3514	shell			GCF_040227855.1_CDS_2517		NZ_JBCNZA010000012.1	71525	72883	+	False	context	split	0.62		
1	SusCD_model	PUL	2	GCA_000273195.1_CDS_3512	persistent	CarbopepD_reg_2		GCF_040227855.1_CDS_2518		NZ_JBCNZA010000012.1	72907	75753	+	False	model	split	0.62		
1	SusCD_model	PUL	2	GCA_034126185.1_CDS_1257	persistent			GCF_040227855.1_CDS_2519		NZ_JBCNZA010000012.1	75890	76570	+	False	context	split	0.62		
3	SusCD_model	PUL	3	GCA_000436435.1_CDS_1273	shell			GCF_040227855.1_CDS_0781		NZ_JBCNZA010000003.1	163415	163555	-	False	context	split	0.88		
3	SusCD_model	PUL	3	GCA_000273195.1_CDS_4177	persistent	Plug		GCF_040227855.1_CDS_0782		NZ_JBCNZA010000003.1	163626	166463	+	False	model	split	0.88		
3	SusCD_model	PUL	3	GCA_024787785.1_CDS_6905	persistent			GCF_040227855.1_CDS_0783		NZ_JBCNZA010000003.1	166468	167700	+	False	filtered	split	0.88		
