system number	system name	functional unit name	subsystem number	gene family	partition	annotation	secondary_names	gene.ID	gene.name	contig	start	stop	strand	is_fragment	category	genomic organization	completeness	product	overlapping_units
1	SusCD_model	PUL	1	GCA_000273195.1_CDS_3511	shell			GCA_037347725.1_CDS_0773		JAYAFZ010000005.1	128994	130394	+	False	context	split	0.46		
1	SusCD_model	PUL	1	GCA_000273195.1_CDS_3512	persistent	CarbopepD_reg_2		GCA_037347725.1_CDS_0774		JAYAFZ010000005.1	130434	133280	+	False	model	split	0.46		
1	SusCD_model	PUL	1	GCA_000273195.1_CDS_3513	shell			GCA_037347725.1_CDS_0775		JAYAFZ010000005.1	133578	134831	+	False	filtered	split	0.46		
1	SusCD_model	PUL	1	GCA_000273195.1_CDS_3514	shell			GCA_037347725.1_CDS_0776		JAYAFZ010000005.1	134860	136218	+	False	context	split	0.46		
1	SusCD_model	PUL	1	GCA_000273195.1_CDS_3512	persistent	CarbopepD_reg_2		GCA_037347725.1_CDS_0777		JAYAFZ010000005.1	136242	139088	+	False	model	split	0.46		
1	SusCD_model	PUL	1	GCA_034126185.1_CDS_1257	persistent			GCA_037347725.1_CDS_0778		JAYAFZ010000005.1	139225	139905	+	False	context	split	0.46		
3	SusCD_model	PUL	2	GCA_024787785.1_CDS_6905	persistent			GCA_037347725.1_CDS_0072		JAYAFZ010000001.1	116379	117611	-	False	filtered	split	0.62		
3	SusCD_model	PUL	2	GCA_000273195.1_CDS_4177	persistent	Plug		GCA_037347725.1_CDS_0073		JAYAFZ010000001.1	117616	120453	-	False	model	split	0.62		
3	SusCD_model	PUL	2	GCA_000699685.1_CDS_0411	shell			GCA_037347725.1_CDS_0074		JAYAFZ010000001.1	120524	120643	+	False	filtered	split	0.62		
3	SusCD_model	PUL	3	GCA_003435255.1_CDS_3114	persistent	SusD-like_3		GCA_037347725.1_CDS_0605		JAYAFZ010000004.1	3873	5954	+	False	model	split	0.62		12:0.5
3	SusCD_model	PUL	3	GCA_000273195.1_CDS_2799	persistent			GCA_037347725.1_CDS_0606		JAYAFZ010000004.1	6056	6742	-	False	context	split	0.62		12:0.5
3	SusCD_model	PUL	3	GCA_963560205.1_CDS_1251	persistent	CarbopepD_reg_2		GCA_037347725.1_CDS_0604		JAYAFZ010000004.1	717	3848	+	False	model	split	0.62		12:0.5
4	SusCD_model	PUL	2	GCA_000273195.1_CDS_4969	persistent			GCA_037347725.1_CDS_3013		JAYAFZ010000041.1	14208	15110	-	False	context	split	1.0		26:0.8|40:0.8
4	SusCD_model	PUL	2	GCA_000273195.1_CDS_4968	persistent	SusD-like_3		GCA_037347725.1_CDS_3014		JAYAFZ010000041.1	15140	16936	-	False	model	split	1.0		26:0.8|40:0.8
4	SusCD_model	PUL	2	GCA_000273195.1_CDS_4967	persistent	Plug		GCA_037347725.1_CDS_3015		JAYAFZ010000041.1	16962	20045	-	False	model	split	1.0		26:0.8|40:0.8
4	SusCD_model	PUL	2	GCA_000273195.1_CDS_4966	persistent	SusD-like_3		GCA_037347725.1_CDS_3016		JAYAFZ010000041.1	20068	21954	-	False	model	split	1.0		26:0.8|40:0.8
4	SusCD_model	PUL	1	GCA_003602825.1_CDS_2862	shell			GCA_037347725.1_CDS_3665		JAYAFZ010000063.1	21884	22369	-	False	context	split	1.0		27:0.8|139:0.67
4	SusCD_model	PUL	2	GCA_000273195.1_CDS_4965	persistent	Plug		GCA_037347725.1_CDS_3017		JAYAFZ010000041.1	21975	25154	-	False	model	split	1.0		26:0.8|40:0.8
4	SusCD_model	PUL	1	GCA_000273195.1_CDS_5789	shell	SusD-like_3		GCA_037347725.1_CDS_3666		JAYAFZ010000063.1	22614	24416	-	False	model	split	1.0		27:0.8|139:0.67
4	SusCD_model	PUL	1	GCA_000273195.1_CDS_5788	shell	CarbopepD_reg_2		GCA_037347725.1_CDS_3667		JAYAFZ010000063.1	24468	27554	-	False	model	split	1.0		27:0.8|139:0.67
4	SusCD_model	PUL	2	GCA_024789885.1_CDS_2079	persistent			GCA_037347725.1_CDS_3018		JAYAFZ010000041.1	25295	26281	-	False	context	split	1.0		26:0.8|40:0.8
4	SusCD_model	PUL	3	GCA_000273195.1_CDS_4504	shell			GCA_037347725.1_CDS_2196		JAYAFZ010000023.1	57833	59557	+	False	context	split	1.0		27:0.8
4	SusCD_model	PUL	3	GCA_000273195.1_CDS_4503	shell	STN		GCA_037347725.1_CDS_2197		JAYAFZ010000023.1	59615	63115	+	False	model	split	1.0		27:0.8
4	SusCD_model	PUL	3	GCA_024791665.1_CDS_6225	shell	SusD-like_3		GCA_037347725.1_CDS_2198		JAYAFZ010000023.1	63139	64968	+	False	model	split	1.0		27:0.8
4	SusCD_model	PUL	3	GCA_000273195.1_CDS_4501	shell			GCA_037347725.1_CDS_2199		JAYAFZ010000023.1	64995	66080	+	False	context	split	1.0		27:0.8
6	SusCD_model	PUL	3	GCA_000273195.1_CDS_4669	shell			GCA_037347725.1_CDS_0338		JAYAFZ010000002.1	137959	138966	+	False	context	split	0.71		
6	SusCD_model	PUL	3	GCA_000273195.1_CDS_4668	shell	CarbopepD_reg_2		GCA_037347725.1_CDS_0339		JAYAFZ010000002.1	138966	141206	+	False	model	split	0.71		
6	SusCD_model	PUL	3	GCA_000436435.1_CDS_0015	persistent			GCA_037347725.1_CDS_0340		JAYAFZ010000002.1	141286	141873	+	False	context	split	0.71		
7	SusCD_model	PUL	1	GCA_003463715.1_CDS_4703	shell			GCA_037347725.1_CDS_3417		JAYAFZ010000053.1	20329	21003	-	False	context	split	0.86		8:0.67|11:0.67|14:0.33
7	SusCD_model	PUL	1	GCA_003463715.1_CDS_4702	shell	SusD-like_3		GCA_037347725.1_CDS_3418		JAYAFZ010000053.1	21023	22864	-	False	model	split	0.86		8:0.67|11:0.67|14:0.33
7	SusCD_model	PUL	1	GCA_003463715.1_CDS_4701	shell	Plug		GCA_037347725.1_CDS_3419		JAYAFZ010000053.1	22870	26241	-	False	model	split	0.86		8:0.67|11:0.67|14:0.33
7	SusCD_model	PUL	1	GCA_003463715.1_CDS_4700	shell			GCA_037347725.1_CDS_3420		JAYAFZ010000053.1	26480	27487	-	False	context	split	0.86		8:0.67|11:0.67|14:0.33
7	SusCD_model	PUL	1	GCF_000162555.1_CDS_1467	shell			GCA_037347725.1_CDS_3421		JAYAFZ010000053.1	27562	28149	-	False	context	split	0.86		6:0.71|8:0.67|11:0.67
7	SusCD_model	PUL	1	GCA_000699685.1_CDS_3913	shell	SusD-like_3		GCA_037347725.1_CDS_3422		JAYAFZ010000053.1	28514	30067	-	False	model	split	0.86		6:0.71|8:0.67|11:0.67
7	SusCD_model	PUL	1	GCA_003602825.1_CDS_1148	shell	TonB_dep_Rec		GCA_037347725.1_CDS_3423		JAYAFZ010000053.1	30084	33056	-	False	model	split	0.86		6:0.71|8:0.67|11:0.67
7	SusCD_model	PUL	2	GCA_000436435.1_CDS_0291	shell	SusD-like		GCA_037347725.1_CDS_1208		JAYAFZ010000010.1	3130	4584	+	False	model	split	0.86		6:0.71|161:0.67|76:0.5|1:0.46|21:0.4|29:0.4
7	SusCD_model	PUL	1	GCF_013361245.1_CDS_4393	shell			GCA_037347725.1_CDS_3424		JAYAFZ010000053.1	33940	35112	-	False	context	split	0.86		6:0.71|8:0.67|11:0.67
7	SusCD_model	PUL	2	GCA_000699685.1_CDS_3905	persistent			GCA_037347725.1_CDS_1209		JAYAFZ010000010.1	4687	5949	+	False	context	split	0.86		6:0.71|161:0.67|76:0.5|1:0.46|21:0.4|29:0.4
7	SusCD_model	PUL	2	GCA_019013265.1_CDS_4636	shell	Plug		GCA_037347725.1_CDS_1207		JAYAFZ010000010.1	9	3110	+	False	model	split	0.86		6:0.71|161:0.67|76:0.5|1:0.46|21:0.4|29:0.4
9	SusCD_model	PUL	1	GCA_024791665.1_CDS_2467	persistent			GCA_037347725.1_CDS_1944		JAYAFZ010000019.1	40758	41786	+	False	context	strict	0.33		
9	SusCD_model	PUL	1	GCF_015551835.1_CDS_5144	persistent	STN		GCA_037347725.1_CDS_1945		JAYAFZ010000019.1	41914	45303	+	False	model	strict	0.33		
9	SusCD_model	PUL	1	GCA_000273195.1_CDS_0446	persistent	SusD-like_3		GCA_037347725.1_CDS_1946		JAYAFZ010000019.1	45332	47146	+	False	model	strict	0.33		
9	SusCD_model	PUL	1	GCA_000273195.1_CDS_0447	persistent			GCA_037347725.1_CDS_1947		JAYAFZ010000019.1	47343	48659	+	False	context	strict	0.33		
10	SusCD_model	PUL	2	GCA_003435255.1_CDS_2501	shell			GCA_037347725.1_CDS_0278		JAYAFZ010000002.1	44051	45226	+	False	filtered	split	0.67		
10	SusCD_model	PUL	2	GCA_003435255.1_CDS_2500	shell	CarbopepD_reg_2		GCA_037347725.1_CDS_0279		JAYAFZ010000002.1	45359	48709	+	False	model	split	0.67		
10	SusCD_model	PUL	2	GCA_024790715.1_CDS_1665	shell	SusD_RagB		GCA_037347725.1_CDS_0280		JAYAFZ010000002.1	48726	50249	+	False	model	split	0.67		
