system number	system name	functional unit name	subsystem number	gene family	partition	annotation	secondary_names	gene.ID	gene.name	contig	start	stop	strand	is_fragment	category	genomic organization	completeness	product	overlapping_units
1	SusCD_model	PUL	2	GCA_000273195.1_CDS_5760	shell	SusD_RagB		GCF_039755595.1_CDS_1346		NZ_JBDMMS010000009.1	10039	11451	+	False	model	split	0.85		21:0.8|29:0.8|6:0.57|102:0.5|110:0.5|8:0.33
1	SusCD_model	PUL	3	GCA_000273195.1_CDS_6052	shell	SusD-like_2		GCF_039755595.1_CDS_2706		NZ_JBDMMS010000023.1	10706	12328	-	False	model	split	0.85		
1	SusCD_model	PUL	2	GCA_000273195.1_CDS_5761	shell			GCF_039755595.1_CDS_1347		NZ_JBDMMS010000009.1	11522	11743	-	False	context	split	0.85		21:0.8|29:0.8|6:0.57|102:0.5|110:0.5|8:0.33
1	SusCD_model	PUL	3	GCA_000273195.1_CDS_6053	shell	STN		GCF_039755595.1_CDS_2707		NZ_JBDMMS010000023.1	12340	15666	-	False	model	split	0.85		
1	SusCD_model	PUL	3	GCA_000273195.1_CDS_6054	shell			GCF_039755595.1_CDS_2708		NZ_JBDMMS010000023.1	15904	16974	+	False	filtered	split	0.85		
1	SusCD_model	PUL	5	GCA_000273195.1_CDS_1907	persistent			GCF_039755595.1_CDS_1718		NZ_JBDMMS010000012.1	44195	45499	-	False	context	split	0.85		
1	SusCD_model	PUL	5	GCA_000273195.1_CDS_1906	shell	SusD-like_3		GCF_039755595.1_CDS_1719		NZ_JBDMMS010000012.1	45680	47353	-	False	model	split	0.85		
1	SusCD_model	PUL	5	GCA_018366415.1_CDS_0774	shell	CarbopepD_reg_2		GCF_039755595.1_CDS_1720		NZ_JBDMMS010000012.1	47370	50522	-	False	model	split	0.85		
1	SusCD_model	PUL	5	GCA_000273195.1_CDS_1904	shell			GCF_039755595.1_CDS_1721		NZ_JBDMMS010000012.1	50543	52816	-	False	context	split	0.85		
1	SusCD_model	PUL	2	GCF_003472965.1_CDS_2648	shell	CarbopepD_reg_2		GCF_039755595.1_CDS_1345		NZ_JBDMMS010000009.1	7077	10019	+	False	model	split	0.85		21:0.8|29:0.8|6:0.57|102:0.5|110:0.5|8:0.33
1	SusCD_model	PUL	1	GCA_034126185.1_CDS_1257	persistent			GCF_039755595.1_CDS_1852		NZ_JBDMMS010000013.1	80322	81002	-	False	context	split	0.85		
1	SusCD_model	PUL	1	GCA_000273195.1_CDS_3512	persistent	CarbopepD_reg_2		GCF_039755595.1_CDS_1853		NZ_JBDMMS010000013.1	81139	83985	-	False	model	split	0.85		
1	SusCD_model	PUL	1	GCA_000436435.1_CDS_2727	shell			GCF_039755595.1_CDS_1854		NZ_JBDMMS010000013.1	83997	85310	-	False	filtered	split	0.85		
1	SusCD_model	PUL	3	GCA_000273195.1_CDS_6051	shell			GCF_039755595.1_CDS_2705		NZ_JBDMMS010000023.1	9530	10615	-	False	context	split	0.85		
3	SusCD_model	PUL	1	GCA_000273195.1_CDS_2799	persistent			GCF_039755595.1_CDS_2094		NZ_JBDMMS010000016.1	17809	18174	+	True	context	split	0.88		12:0.5
3	SusCD_model	PUL	1	GCA_003435255.1_CDS_3114	persistent	SusD-like_3		GCF_039755595.1_CDS_2095		NZ_JBDMMS010000016.1	18276	20357	-	False	model	split	0.88		12:0.5
3	SusCD_model	PUL	1	GCA_963560205.1_CDS_1251	persistent	CarbopepD_reg_2		GCF_039755595.1_CDS_2096		NZ_JBDMMS010000016.1	20382	23513	-	False	model	split	0.88		12:0.5
3	SusCD_model	PUL	1	GCA_000273195.1_CDS_6259	shell			GCF_039755595.1_CDS_2097		NZ_JBDMMS010000016.1	24017	25195	-	False	filtered	split	0.88		12:0.5
3	SusCD_model	PUL	2	GCA_000436435.1_CDS_1273	shell			GCF_039755595.1_CDS_0871		NZ_JBDMMS010000005.1	91778	91918	-	False	context	split	0.88		
3	SusCD_model	PUL	2	GCA_000273195.1_CDS_4177	persistent	Plug		GCF_039755595.1_CDS_0872		NZ_JBDMMS010000005.1	91989	94826	+	False	model	split	0.88		
3	SusCD_model	PUL	2	GCA_024787785.1_CDS_6905	persistent			GCF_039755595.1_CDS_0873		NZ_JBDMMS010000005.1	94831	96063	+	False	filtered	split	0.88		
4	SusCD_model	PUL	2	GCA_000273195.1_CDS_4501	shell			GCF_039755595.1_CDS_3277		NZ_JBDMMS010000030.1	51789	52874	-	False	context	split	0.75		27:0.4
4	SusCD_model	PUL	2	GCA_024791665.1_CDS_6225	shell	SusD-like_3		GCF_039755595.1_CDS_3278		NZ_JBDMMS010000030.1	52901	54730	-	False	model	split	0.75		27:0.4
4	SusCD_model	PUL	2	GCA_000273195.1_CDS_4503	shell	STN		GCF_039755595.1_CDS_3279		NZ_JBDMMS010000030.1	54754	58254	-	False	model	split	0.75		27:0.4
4	SusCD_model	PUL	2	GCA_000273195.1_CDS_4504	shell			GCF_039755595.1_CDS_3280		NZ_JBDMMS010000030.1	58312	60036	-	False	context	split	0.75		27:0.4
9	SusCD_model	PUL	1	GCA_000273195.1_CDS_0447	persistent			GCF_039755595.1_CDS_1096		NZ_JBDMMS010000007.1	36453	37892	-	False	context	split	1.0		
9	SusCD_model	PUL	1	GCA_000273195.1_CDS_0446	persistent	SusD-like_3		GCF_039755595.1_CDS_1097		NZ_JBDMMS010000007.1	37966	39780	-	False	model	split	1.0		
9	SusCD_model	PUL	1	GCF_015551835.1_CDS_5144	persistent	STN		GCF_039755595.1_CDS_1098		NZ_JBDMMS010000007.1	39809	43198	-	False	model	split	1.0		
9	SusCD_model	PUL	1	GCA_024791665.1_CDS_2467	persistent			GCF_039755595.1_CDS_1099		NZ_JBDMMS010000007.1	43326	44354	-	False	context	split	1.0		
9	SusCD_model	PUL	2	GCA_024788605.1_CDS_2257	persistent			GCF_039755595.1_CDS_3288		NZ_JBDMMS010000030.1	67584	68060	+	False	context	split	1.0		
9	SusCD_model	PUL	2	GCA_000273195.1_CDS_4513	shell	SusD-like_3		GCF_039755595.1_CDS_3289		NZ_JBDMMS010000030.1	68157	69806	-	False	model	split	1.0		
9	SusCD_model	PUL	2	GCA_000273195.1_CDS_4514	shell	Plug		GCF_039755595.1_CDS_3290		NZ_JBDMMS010000030.1	69821	72586	-	False	model	split	1.0		
9	SusCD_model	PUL	2	GCA_037454795.1_CDS_3519	shell	SusD-like_3		GCF_039755595.1_CDS_3291		NZ_JBDMMS010000030.1	72620	74416	-	False	model	split	1.0		167:0.67
9	SusCD_model	PUL	2	GCA_000273195.1_CDS_4516	shell	Plug		GCF_039755595.1_CDS_3292		NZ_JBDMMS010000030.1	74428	77604	-	False	model	split	1.0		167:0.67
9	SusCD_model	PUL	2	GCA_000273195.1_CDS_4517	persistent			GCF_039755595.1_CDS_3293		NZ_JBDMMS010000030.1	78038	81145	+	False	filtered	split	1.0		167:0.67
10	SusCD_model	PUL	1	GCF_015549745.1_CDS_3726	shell			GCF_039755595.1_CDS_0688		NZ_JBDMMS010000004.1	18855	19988	-	False	context	split	1.0		3:0.88|24:0.8|5:0.57|75:0.5
10	SusCD_model	PUL	1	GCA_000273195.1_CDS_0813	persistent	SusD-like_3		GCF_039755595.1_CDS_0689		NZ_JBDMMS010000004.1	20016	21566	-	False	model	split	1.0		3:0.88|24:0.8|5:0.57|75:0.5
10	SusCD_model	PUL	1	GCA_003463955.1_CDS_2027	persistent	STN		GCF_039755595.1_CDS_0690		NZ_JBDMMS010000004.1	21584	24886	-	False	model	split	1.0		3:0.88|24:0.8|5:0.57|75:0.5
10	SusCD_model	PUL	1	GCA_000273195.1_CDS_6257	shell			GCF_039755595.1_CDS_0691		NZ_JBDMMS010000004.1	25264	26499	+	False	context	split	1.0		3:0.88|24:0.8|5:0.57|75:0.5
10	SusCD_model	PUL	1	GCA_000436435.1_CDS_2762	shell	STN		GCF_039755595.1_CDS_0692		NZ_JBDMMS010000004.1	27125	29953	+	False	model	split	1.0		3:0.88|24:0.8|5:0.57
10	SusCD_model	PUL	1	GCA_000273195.1_CDS_0810	shell	SusD-like_2		GCF_039755595.1_CDS_0693		NZ_JBDMMS010000004.1	29972	31549	+	False	model	split	1.0		3:0.88|24:0.8|5:0.57
10	SusCD_model	PUL	1	GCF_028400995.1_CDS_5531	shell			GCF_039755595.1_CDS_0694		NZ_JBDMMS010000004.1	31582	32646	+	False	filtered	split	1.0		3:0.88|24:0.8|5:0.57
10	SusCD_model	PUL	2	GCA_008679815.1_CDS_4928	shell			GCF_039755595.1_CDS_1632		NZ_JBDMMS010000011.1	67838	68521	-	False	context	split	1.0		
10	SusCD_model	PUL	2	GCA_024790715.1_CDS_1665	shell	SusD_RagB		GCF_039755595.1_CDS_1633		NZ_JBDMMS010000011.1	68531	70054	-	False	model	split	1.0		
10	SusCD_model	PUL	2	GCA_003435255.1_CDS_2500	shell	CarbopepD_reg_2		GCF_039755595.1_CDS_1634		NZ_JBDMMS010000011.1	70071	73424	-	False	model	split	1.0		
10	SusCD_model	PUL	2	GCA_003435255.1_CDS_2501	shell			GCF_039755595.1_CDS_1635		NZ_JBDMMS010000011.1	73558	74736	-	False	filtered	split	1.0		
13	SusCD_model	PUL	1	GCA_024758985.1_CDS_3619	shell			GCF_039755595.1_CDS_3946		NZ_JBDMMS010000042.1	19579	20469	-	False	context	split	0.83		
13	SusCD_model	PUL	1	GCA_003463955.1_CDS_2834	shell	SusD_RagB		GCF_039755595.1_CDS_3947		NZ_JBDMMS010000042.1	20495	22012	-	False	model	split	0.83		
13	SusCD_model	PUL	1	GCF_040227175.1_CDS_2753	shell	CarbopepD_reg_2		GCF_039755595.1_CDS_3948		NZ_JBDMMS010000042.1	22025	24958	-	False	model	split	0.83		
13	SusCD_model	PUL	1	GCA_000273195.1_CDS_1623	persistent			GCF_039755595.1_CDS_3949		NZ_JBDMMS010000042.1	25604	27529	+	False	filtered	split	0.83		
13	SusCD_model	PUL	3	GCA_000273195.1_CDS_3795	persistent			GCF_039755595.1_CDS_3097		NZ_JBDMMS010000028.1	4234	5919	+	False	filtered	split	0.83		
13	SusCD_model	PUL	4	GCA_000273195.1_CDS_0656	persistent			GCF_039755595.1_CDS_3342		NZ_JBDMMS010000031.1	59605	60708	-	False	context	split	0.83		
13	SusCD_model	PUL	4	GCA_000273195.1_CDS_0657	persistent	STN		GCF_039755595.1_CDS_3343		NZ_JBDMMS010000031.1	60857	63478	-	False	model	split	0.83		
13	SusCD_model	PUL	4	GCA_000436435.1_CDS_0069	persistent			GCF_039755595.1_CDS_3344		NZ_JBDMMS010000031.1	63603	64577	-	False	context	split	0.83		
13	SusCD_model	PUL	3	GCA_022716205.1_CDS_2814	persistent	Plug		GCF_039755595.1_CDS_3098		NZ_JBDMMS010000028.1	6598	8469	+	False	model	split	0.83		
13	SusCD_model	PUL	3	GCA_000273195.1_CDS_3797	persistent			GCF_039755595.1_CDS_3099		NZ_JBDMMS010000028.1	8466	9623	+	False	context	split	0.83		
15	SusCD_model	PUL	3	GCA_000436435.1_CDS_0211	shell	SusD-like_3		GCF_039755595.1_CDS_0123		NZ_JBDMMS010000001.1	177857	179041	+	False	model	split	0.83		41:0.8
15	SusCD_model	PUL	3	GCA_000436435.1_CDS_0212	shell			GCF_039755595.1_CDS_0124		NZ_JBDMMS010000001.1	179071	180657	+	False	context	split	0.83		41:0.8
15	SusCD_model	PUL	1	GCF_003458905.1_CDS_3597	shell			GCF_039755595.1_CDS_3901		NZ_JBDMMS010000041.1	19983	21146	+	False	context	split	0.83		30:0.8|35:0.8|55:0.75|83:0.5|116:0.5
15	SusCD_model	PUL	1	GCA_000273195.1_CDS_1271	shell	CarbopepD_reg_2		GCF_039755595.1_CDS_3902		NZ_JBDMMS010000041.1	21199	24423	+	False	model	split	0.83		30:0.8|35:0.8|55:0.75|83:0.5|116:0.5
15	SusCD_model	PUL	1	GCA_000273195.1_CDS_1270	shell	SusD-like_3		GCF_039755595.1_CDS_3903		NZ_JBDMMS010000041.1	24442	26103	+	False	model	split	0.83		30:0.8|35:0.8|55:0.75|83:0.5|116:0.5
15	SusCD_model	PUL	1	GCA_000273195.1_CDS_1269	shell			GCF_039755595.1_CDS_3904		NZ_JBDMMS010000041.1	26122	27819	+	False	context	split	0.83		30:0.8|35:0.8|55:0.75|83:0.5|116:0.5
15	SusCD_model	PUL	2	GCA_000436435.1_CDS_1958	shell			GCF_039755595.1_CDS_3922		NZ_JBDMMS010000041.1	54684	55061	-	False	context	split	0.83		30:0.8|35:0.8|55:0.75|157:0.67|64:0.5
15	SusCD_model	PUL	2	GCA_000436435.1_CDS_1959	shell	SusD-like_3		GCF_039755595.1_CDS_3923		NZ_JBDMMS010000041.1	55083	56723	-	False	model	split	0.83		30:0.8|35:0.8|55:0.75|157:0.67|64:0.5
15	SusCD_model	PUL	2	GCA_000436435.1_CDS_1960	shell	Plug		GCF_039755595.1_CDS_3924		NZ_JBDMMS010000041.1	56738	59860	-	False	model	split	0.83		30:0.8|35:0.8|55:0.75|157:0.67|64:0.5
15	SusCD_model	PUL	2	GCF_003458905.1_CDS_3597	shell			GCF_039755595.1_CDS_3925		NZ_JBDMMS010000041.1	59892	61154	-	False	context	split	0.83		30:0.8|35:0.8|157:0.67|64:0.5
16	SusCD_model	PUL	2	GCA_000436435.1_CDS_2504	shell			GCF_039755595.1_CDS_1604		NZ_JBDMMS010000011.1	15248	17140	-	False	context	split	0.5		
19	SusCD_model	PUL	1	GCA_000436435.1_CDS_3360	shell			GCF_039755595.1_CDS_2300		NZ_JBDMMS010000018.1	77863	79863	-	False	context	strict	0.33		
19	SusCD_model	PUL	1	GCA_000436435.1_CDS_3359	shell	SusD-like_2		GCF_039755595.1_CDS_2301		NZ_JBDMMS010000018.1	79875	81623	-	False	model	strict	0.33		
19	SusCD_model	PUL	1	GCA_000436435.1_CDS_3358	shell	STN		GCF_039755595.1_CDS_2302		NZ_JBDMMS010000018.1	81645	85202	-	False	model	strict	0.33		
19	SusCD_model	PUL	1	GCA_003435255.1_CDS_5507	shell			GCF_039755595.1_CDS_2303		NZ_JBDMMS010000018.1	85375	86319	-	False	context	strict	0.33		
20	SusCD_model	PUL	1	GCA_000699685.1_CDS_0704	shell			GCF_039755595.1_CDS_2100		NZ_JBDMMS010000016.1	26654	28279	+	False	context	strict	0.67		
20	SusCD_model	PUL	1	GCA_000273195.1_CDS_2793	shell	Plug		GCF_039755595.1_CDS_2101		NZ_JBDMMS010000016.1	28339	31518	+	False	model	strict	0.67		
20	SusCD_model	PUL	1	GCA_000273195.1_CDS_2792	shell	SusD-like_3		GCF_039755595.1_CDS_2102		NZ_JBDMMS010000016.1	31540	33552	+	False	model	strict	0.67		12:0.5
20	SusCD_model	PUL	1	GCA_958442105.1_CDS_1418	persistent	TonB_dep_Rec		GCF_039755595.1_CDS_2103		NZ_JBDMMS010000016.1	33599	36649	+	False	model	strict	0.67		12:0.5
20	SusCD_model	PUL	1	GCA_037323035.1_CDS_1155	shell	SusD-like_3		GCF_039755595.1_CDS_2104		NZ_JBDMMS010000016.1	36671	38392	+	False	model	strict	0.67		12:0.5
20	SusCD_model	PUL	1	GCA_008679815.1_CDS_2657	persistent			GCF_039755595.1_CDS_2105		NZ_JBDMMS010000016.1	38473	40557	+	False	context	strict	0.67		
25	SusCD_model	PUL	1	GCA_000273195.1_CDS_5025	persistent			GCF_039755595.1_CDS_0170		NZ_JBDMMS010000001.1	240851	242014	+	False	context	split	0.8		169:0.67|33:0.6|61:0.5
25	SusCD_model	PUL	1	GCA_000273195.1_CDS_5024	persistent	STN		GCF_039755595.1_CDS_0171		NZ_JBDMMS010000001.1	242167	245757	+	False	model	split	0.8		169:0.67|33:0.6|61:0.5
25	SusCD_model	PUL	1	GCA_000273195.1_CDS_5023	persistent	SusD-like_3		GCF_039755595.1_CDS_0172		NZ_JBDMMS010000001.1	245781	247349	+	False	model	split	0.8		169:0.67|33:0.6|61:0.5
25	SusCD_model	PUL	1	GCA_000273195.1_CDS_5022	persistent			GCF_039755595.1_CDS_0173		NZ_JBDMMS010000001.1	247371	248267	+	False	context	split	0.8		169:0.67
25	SusCD_model	PUL	2	GCA_000273195.1_CDS_3633	shell			GCF_039755595.1_CDS_1517		NZ_JBDMMS010000010.1	48379	49290	-	False	context	split	0.8		33:0.6|61:0.5
25	SusCD_model	PUL	2	GCA_000273195.1_CDS_3634	shell	SusD-like_3		GCF_039755595.1_CDS_1518		NZ_JBDMMS010000010.1	49311	50864	-	False	model	split	0.8		169:0.67|33:0.6|61:0.5
25	SusCD_model	PUL	2	GCA_000273195.1_CDS_5024	persistent	STN		GCF_039755595.1_CDS_1519		NZ_JBDMMS010000010.1	50905	54033	-	False	model	split	0.8		169:0.67|33:0.6|61:0.5
