system number	system name	functional unit name	subsystem number	gene family	partition	annotation	secondary_names	gene.ID	gene.name	contig	start	stop	strand	is_fragment	category	genomic organization	completeness	product	overlapping_units
1	SusCD_model	PUL	2	GCA_000699685.1_CDS_3905	persistent			GCA_037435785.1_CDS_3420		JAXXNZ010000631.1	1302	2561	+	False	context	split	0.31		
1	SusCD_model	PUL	3	GCA_034126185.1_CDS_1257	persistent			GCA_037435785.1_CDS_2400		JAXXNZ010000451.1	15456	16136	-	False	context	split	0.31		
1	SusCD_model	PUL	3	GCA_000273195.1_CDS_3512	persistent	CarbopepD_reg_2		GCA_037435785.1_CDS_2401		JAXXNZ010000451.1	16273	19119	-	False	model	split	0.31		
1	SusCD_model	PUL	3	GCA_000436435.1_CDS_2727	shell			GCA_037435785.1_CDS_2402		JAXXNZ010000451.1	19131	20444	-	False	filtered	split	0.31		
1	SusCD_model	PUL	2	GCA_000436435.1_CDS_0291	shell	SusD-like		GCA_037435785.1_CDS_3419		JAXXNZ010000631.1	60	1199	+	True	model	split	0.31		
3	SusCD_model	PUL	5	GCA_000273195.1_CDS_2799	persistent			GCA_037435785.1_CDS_0267		JAXXNZ010000164.1	1233	1919	+	False	context	split	0.62		12:0.5
3	SusCD_model	PUL	2	GCA_000273195.1_CDS_0813	persistent	SusD-like_3		GCA_037435785.1_CDS_0070		JAXXNZ010000066.1	134	1303	+	False	model	split	0.62		10:0.5|75:0.5|24:0.4|5:0.29
3	SusCD_model	PUL	1	GCA_000699685.1_CDS_0411	shell			GCA_037435785.1_CDS_1578		JAXXNZ010000347.1	153	272	-	False	filtered	split	0.62		
3	SusCD_model	PUL	5	GCA_003435255.1_CDS_3114	persistent	SusD-like_3		GCA_037435785.1_CDS_0268		JAXXNZ010000164.1	2021	3268	-	True	model	split	0.62		12:0.5
3	SusCD_model	PUL	4	GCA_003463955.1_CDS_2027	persistent	STN		GCA_037435785.1_CDS_0011		JAXXNZ010000018.1	229	978	-	False	model	split	0.62		10:0.5|75:0.5|24:0.4|5:0.29
3	SusCD_model	PUL	1	GCA_024787785.1_CDS_6905	persistent			GCA_037435785.1_CDS_1580		JAXXNZ010000347.1	3185	4417	+	False	filtered	split	0.62		
3	SusCD_model	PUL	1	GCA_000273195.1_CDS_4177	persistent	Plug		GCA_037435785.1_CDS_1579		JAXXNZ010000347.1	343	3180	+	False	model	split	0.62		
3	SusCD_model	PUL	3	GCA_963560205.1_CDS_1251	persistent	CarbopepD_reg_2		GCA_037435785.1_CDS_0052		JAXXNZ010000054.1	902	1621	-	True	model	split	0.62		12:0.5
4	SusCD_model	PUL	1	GCA_024789885.1_CDS_2079	persistent			GCA_037435785.1_CDS_1676		JAXXNZ010000362.1	11070	12059	+	False	context	split	1.0		26:0.8|40:0.8
4	SusCD_model	PUL	1	GCA_000273195.1_CDS_4965	persistent	Plug		GCA_037435785.1_CDS_1677		JAXXNZ010000362.1	12200	15388	+	False	model	split	1.0		26:0.8|40:0.8
