system number	system name	functional unit name	subsystem number	gene family	partition	annotation	secondary_names	gene.ID	gene.name	contig	start	stop	strand	is_fragment	category	genomic organization	completeness	product	overlapping_units
1	SusCD_model	PUL	1	GCA_000273195.1_CDS_6051	shell			GCF_021411085.1_CDS_0150		NZ_JAHYOK010000001.1	201912	202997	-	False	context	split	0.62		
1	SusCD_model	PUL	1	GCA_000273195.1_CDS_6052	shell	SusD-like_2		GCF_021411085.1_CDS_0151		NZ_JAHYOK010000001.1	203088	204710	-	False	model	split	0.62		
1	SusCD_model	PUL	1	GCA_000273195.1_CDS_6053	shell	STN		GCF_021411085.1_CDS_0152		NZ_JAHYOK010000001.1	204722	208048	-	False	model	split	0.62		
1	SusCD_model	PUL	1	GCA_000273195.1_CDS_6054	shell			GCF_021411085.1_CDS_0153		NZ_JAHYOK010000001.1	208286	209356	+	False	filtered	split	0.62		
1	SusCD_model	PUL	5	GCA_000436435.1_CDS_2727	shell			GCF_021411085.1_CDS_1263		NZ_JAHYOK010000017.1	41414	42727	+	False	filtered	split	0.62		
1	SusCD_model	PUL	5	GCA_000273195.1_CDS_3512	persistent	CarbopepD_reg_2		GCF_021411085.1_CDS_1264		NZ_JAHYOK010000017.1	42739	45585	+	False	model	split	0.62		
1	SusCD_model	PUL	5	GCA_034126185.1_CDS_1257	persistent			GCF_021411085.1_CDS_1265		NZ_JAHYOK010000017.1	45722	46402	+	False	context	split	0.62		
3	SusCD_model	PUL	3	GCA_024787785.1_CDS_6905	persistent			GCF_021411085.1_CDS_2497		NZ_JAHYOK010000003.1	102667	103899	-	False	filtered	split	0.88		
3	SusCD_model	PUL	3	GCA_000273195.1_CDS_4177	persistent	Plug		GCF_021411085.1_CDS_2498		NZ_JAHYOK010000003.1	103904	106741	-	False	model	split	0.88		
3	SusCD_model	PUL	3	GCA_000699685.1_CDS_0411	shell			GCF_021411085.1_CDS_2499		NZ_JAHYOK010000003.1	106812	106931	+	False	filtered	split	0.88		
3	SusCD_model	PUL	1	GCA_000273195.1_CDS_2799	persistent			GCF_021411085.1_CDS_0298		NZ_JAHYOK010000001.1	436570	436935	+	True	context	split	0.88		12:0.5
3	SusCD_model	PUL	1	GCA_003435255.1_CDS_3114	persistent	SusD-like_3		GCF_021411085.1_CDS_0299		NZ_JAHYOK010000001.1	437037	439118	-	False	model	split	0.88		12:0.5
3	SusCD_model	PUL	1	GCA_963560205.1_CDS_1251	persistent	CarbopepD_reg_2		GCF_021411085.1_CDS_0300		NZ_JAHYOK010000001.1	439143	442274	-	False	model	split	0.88		12:0.5
4	SusCD_model	PUL	3	GCA_000273195.1_CDS_4504	shell			GCF_021411085.1_CDS_3240		NZ_JAHYOK010000004.1	106974	108698	+	False	context	split	1.0		27:0.8
4	SusCD_model	PUL	3	GCA_000273195.1_CDS_4503	shell	STN		GCF_021411085.1_CDS_3241		NZ_JAHYOK010000004.1	108756	112256	+	False	model	split	1.0		27:0.8
