system number	system name	functional unit name	subsystem number	gene family	partition	annotation	secondary_names	gene.ID	gene.name	contig	start	stop	strand	is_fragment	category	genomic organization	completeness	product	overlapping_units
1	SusCD_model	PUL	2	GCA_000273195.1_CDS_6054	shell			GCA_958448935.1_CDS_2156		CAUDFW010000007.1	226355	227425	-	False	filtered	split	0.85		
1	SusCD_model	PUL	2	GCA_000273195.1_CDS_6053	shell	STN		GCA_958448935.1_CDS_2157		CAUDFW010000007.1	227663	230989	+	False	model	split	0.85		
1	SusCD_model	PUL	2	GCA_000273195.1_CDS_6052	shell	SusD-like_2		GCA_958448935.1_CDS_2158		CAUDFW010000007.1	231001	232623	+	False	model	split	0.85		
1	SusCD_model	PUL	2	GCA_000273195.1_CDS_6051	shell			GCA_958448935.1_CDS_2159		CAUDFW010000007.1	232714	233799	+	False	context	split	0.85		
1	SusCD_model	PUL	3	GCA_000273195.1_CDS_5760	shell	SusD_RagB		GCA_958448935.1_CDS_4349		CAUDFW010000024.1	2855	4267	+	False	model	split	0.85		21:0.8|29:0.8|6:0.71|102:0.5|110:0.5|8:0.33
1	SusCD_model	PUL	5	GCA_000436435.1_CDS_0291	shell	SusD-like		GCA_958448935.1_CDS_0496		CAUDFW010000002.1	2936	4390	+	False	model	split	0.85		21:0.8|29:0.8|6:0.71|161:0.67|76:0.5|7:0.29
1	SusCD_model	PUL	3	GCF_003472965.1_CDS_2648	shell	CarbopepD_reg_2		GCA_958448935.1_CDS_4348		CAUDFW010000024.1	37	2835	+	False	model	split	0.85		21:0.8|29:0.8|6:0.71|102:0.5|110:0.5|8:0.33
1	SusCD_model	PUL	5	GCA_019013265.1_CDS_4636	shell	Plug		GCA_958448935.1_CDS_0495		CAUDFW010000002.1	37	2916	+	False	model	split	0.85		21:0.8|29:0.8|6:0.71|161:0.67|76:0.5|7:0.29
1	SusCD_model	PUL	3	GCA_000273195.1_CDS_5761	shell			GCA_958448935.1_CDS_4350		CAUDFW010000024.1	4338	4559	-	False	context	split	0.85		21:0.8|29:0.8|6:0.71|102:0.5|110:0.5|8:0.33
1	SusCD_model	PUL	5	GCA_000699685.1_CDS_3905	persistent			GCA_958448935.1_CDS_0497		CAUDFW010000002.1	4493	5752	+	False	context	split	0.85		21:0.8|29:0.8|6:0.71|161:0.67|76:0.5|7:0.29
1	SusCD_model	PUL	6	GCA_000273195.1_CDS_1907	persistent			GCA_958448935.1_CDS_2460		CAUDFW010000009.1	59477	60781	-	False	context	split	0.85		
1	SusCD_model	PUL	6	GCA_000273195.1_CDS_1906	shell	SusD-like_3		GCA_958448935.1_CDS_2461		CAUDFW010000009.1	60962	62635	-	False	model	split	0.85		
1	SusCD_model	PUL	6	GCA_018366415.1_CDS_0774	shell	CarbopepD_reg_2		GCA_958448935.1_CDS_2462		CAUDFW010000009.1	62652	65825	-	False	model	split	0.85		
1	SusCD_model	PUL	6	GCA_000273195.1_CDS_1904	shell			GCA_958448935.1_CDS_2463		CAUDFW010000009.1	65825	68098	-	False	context	split	0.85		
1	SusCD_model	PUL	4	GCA_034126185.1_CDS_1257	persistent			GCA_958448935.1_CDS_0055		CAUDFW010000001.1	69832	70512	-	False	context	split	0.85		
1	SusCD_model	PUL	4	GCA_000273195.1_CDS_3512	persistent	CarbopepD_reg_2		GCA_958448935.1_CDS_0056		CAUDFW010000001.1	70649	73495	-	False	model	split	0.85		
1	SusCD_model	PUL	1	GCA_024789885.1_CDS_3613	persistent			GCA_958448935.1_CDS_2061		CAUDFW010000007.1	71063	71857	-	False	filtered	split	0.85		68:0.5
1	SusCD_model	PUL	1	GCA_000273195.1_CDS_2836	persistent	CarbopepD_reg_2		GCA_958448935.1_CDS_2062		CAUDFW010000007.1	72213	75461	+	False	model	split	0.85		68:0.5
1	SusCD_model	PUL	4	GCA_000273195.1_CDS_3514	shell			GCA_958448935.1_CDS_0057		CAUDFW010000001.1	73519	74877	-	False	context	split	0.85		
1	SusCD_model	PUL	4	GCA_000273195.1_CDS_3513	shell			GCA_958448935.1_CDS_0058		CAUDFW010000001.1	74906	76159	-	False	filtered	split	0.85		
1	SusCD_model	PUL	1	GCA_000273195.1_CDS_2837	persistent	SusD-like_3		GCA_958448935.1_CDS_2063		CAUDFW010000007.1	75487	77394	+	False	model	split	0.85		68:0.5
1	SusCD_model	PUL	4	GCA_000273195.1_CDS_3512	persistent	CarbopepD_reg_2		GCA_958448935.1_CDS_0059		CAUDFW010000001.1	76456	79302	-	False	model	split	0.85		
1	SusCD_model	PUL	1	GCA_000273195.1_CDS_2838	shell			GCA_958448935.1_CDS_2064		CAUDFW010000007.1	77440	79329	+	False	filtered	split	0.85		68:0.5
1	SusCD_model	PUL	4	GCA_000273195.1_CDS_3511	shell			GCA_958448935.1_CDS_0060		CAUDFW010000001.1	79342	80742	-	False	context	split	0.85		
3	SusCD_model	PUL	3	GCA_963560205.1_CDS_1251	persistent	CarbopepD_reg_2		GCA_958448935.1_CDS_2023		CAUDFW010000007.1	225	3356	+	False	model	split	0.88		12:0.5
3	SusCD_model	PUL	4	GCA_024787785.1_CDS_6905	persistent			GCA_958448935.1_CDS_2005		CAUDFW010000006.1	277081	278313	-	False	filtered	split	0.88		
3	SusCD_model	PUL	4	GCA_000273195.1_CDS_4177	persistent	Plug		GCA_958448935.1_CDS_2006		CAUDFW010000006.1	278318	281200	-	False	model	split	0.88		
3	SusCD_model	PUL	4	GCA_000273195.1_CDS_4176	persistent			GCA_958448935.1_CDS_2007		CAUDFW010000006.1	281396	282403	-	False	filtered	split	0.88		
