system number	system name	functional unit name	subsystem number	gene family	partition	annotation	secondary_names	gene.ID	gene.name	contig	start	stop	strand	is_fragment	category	genomic organization	completeness	product	overlapping_units
1	SusCD_model	PUL	2	GCA_000273195.1_CDS_3511	shell			GCF_007341395.1_CDS_0701		NZ_VJYL01000015.1	114120	115520	+	False	context	split	0.85		
1	SusCD_model	PUL	2	GCA_000273195.1_CDS_3512	persistent	CarbopepD_reg_2		GCF_007341395.1_CDS_0702		NZ_VJYL01000015.1	115560	118406	+	False	model	split	0.85		
1	SusCD_model	PUL	2	GCA_000273195.1_CDS_3513	shell			GCF_007341395.1_CDS_0703		NZ_VJYL01000015.1	118703	119956	+	False	filtered	split	0.85		
1	SusCD_model	PUL	2	GCA_000273195.1_CDS_3514	shell			GCF_007341395.1_CDS_0704		NZ_VJYL01000015.1	119985	121343	+	False	context	split	0.85		
1	SusCD_model	PUL	2	GCA_000273195.1_CDS_3512	persistent	CarbopepD_reg_2		GCF_007341395.1_CDS_0705		NZ_VJYL01000015.1	121367	124213	+	False	model	split	0.85		
1	SusCD_model	PUL	4	GCA_000699685.1_CDS_3905	persistent			GCF_007341395.1_CDS_1096		NZ_VJYL01000018.1	124061	125320	-	False	context	split	0.85		21:0.8|29:0.8|6:0.71|161:0.67|76:0.5|7:0.29
1	SusCD_model	PUL	2	GCA_034126185.1_CDS_1257	persistent			GCF_007341395.1_CDS_0706		NZ_VJYL01000015.1	124350	125030	+	False	context	split	0.85		
1	SusCD_model	PUL	4	GCA_000436435.1_CDS_0291	shell	SusD-like		GCF_007341395.1_CDS_1097		NZ_VJYL01000018.1	125423	126877	-	False	model	split	0.85		21:0.8|29:0.8|6:0.71|161:0.67|76:0.5|7:0.29
1	SusCD_model	PUL	4	GCA_019013265.1_CDS_4636	shell	Plug		GCF_007341395.1_CDS_1098		NZ_VJYL01000018.1	126897	129998	-	False	model	split	0.85		21:0.8|29:0.8|6:0.71|161:0.67|76:0.5|7:0.29
1	SusCD_model	PUL	4	GCF_013361245.1_CDS_4393	shell			GCF_007341395.1_CDS_1099		NZ_VJYL01000018.1	130463	131635	+	False	context	split	0.85		21:0.8|29:0.8|6:0.71|161:0.67|76:0.5|102:0.5|110:0.5|8:0.33|7:0.29
1	SusCD_model	PUL	4	GCF_003472965.1_CDS_2648	shell	CarbopepD_reg_2		GCF_007341395.1_CDS_1100		NZ_VJYL01000018.1	132397	135339	+	False	model	split	0.85		21:0.8|29:0.8|6:0.71|102:0.5|110:0.5|8:0.33
