HMM Name	HMM Length	Target Name	Target Length	i-Evalue	HMM From	HMM To	Target From	Target To	Coverage	HMM File Name
GT2.hmm	170	WP_008759752.1	342	4.814952043389628e-25	1	132	4	131	0.7764705882352941	dbCAN
CE11.hmm	271	WP_008759880.1	461	7.28573243767266e-73	1	220	4	224	0.8118081180811808	dbCAN
GH109.hmm	399	WP_008759920.1	467	7.831293478997633e-167	2	398	53	457	0.9949874686716792	dbCAN
GT4.hmm	160	WP_008759957.1	408	1.9910257968854593e-22	6	156	215	372	0.94375	dbCAN
GT4.hmm	160	WP_008759975.1	424	5.108311115423123e-32	5	153	240	385	0.93125	dbCAN
GT5.hmm	472	WP_008759978.1	278	1.1016356401803277e-45	1	221	6	237	0.4682203389830508	dbCAN
GT2.hmm	170	WP_008760322.1	316	6.396595669973854e-34	1	168	4	167	0.9882352941176471	dbCAN
PL12_2.hmm	133	WP_008760377.1	702	1.5057488674484717e-52	1	133	429	566	1.0	dbCAN
CE1.hmm	227	WP_008760470.1	272	1.1433901657323644e-49	1	218	31	261	0.960352422907489	dbCAN
GT2.hmm	170	WP_008760550.1	247	3.324405190593177e-29	2	168	8	174	0.9823529411764705	dbCAN
GH109.hmm	399	WP_008760615.1	328	7.507786836989187e-26	4	196	4	185	0.48370927318295737	dbCAN
GH92.hmm	491	WP_008760881.1	761	1.8105854410759054e-187	2	491	234	741	0.9979633401221996	dbCAN
GH105.hmm	332	WP_008760990.1	399	4.0352795100405833e-122	6	332	52	396	0.9849397590361446	dbCAN
GH2.hmm	752	WP_008762477.1	604	1.2136006972658676e-106	23	394	50	484	0.4946808510638298	dbCAN
GH92.hmm	491	WP_008762490.1	763	3.831647494088877e-186	2	491	233	740	0.9979633401221996	dbCAN
GT2.hmm	170	WP_008762569.1	814	3.359537405475701e-20	1	126	250	377	0.7411764705882353	dbCAN
GH130_3.hmm	305	WP_008762717.1	383	2.3498775123713026e-131	3	304	60	371	0.9901639344262295	dbCAN
GH92.hmm	491	WP_008762721.1	760	1.1746319716579366e-177	2	491	237	742	0.9979633401221996	dbCAN
GT119.hmm	360	WP_008763712.1	438	5.681831521757157e-61	1	358	17	385	0.9944444444444445	dbCAN
GH109.hmm	399	WP_008763947.1	491	1.0956263604129542e-17	3	163	38	189	0.40350877192982454	dbCAN
GH188.hmm	259	WP_008763948.1	372	1.6894463949446235e-17	1	208	11	212	0.803088803088803	dbCAN
GH29.hmm	346	WP_008763973.1	484	8.619225596204972e-74	41	326	35	330	0.8265895953757225	dbCAN
PL10_1.hmm	288	WP_008764019.1	364	1.808174124576616e-121	1	287	61	349	0.9965277777777778	dbCAN
GH29.hmm	346	WP_008764196.1	463	1.2319572723234152e-71	35	341	22	320	0.8872832369942196	dbCAN
GH92.hmm	491	WP_008764202.1	779	7.861757099281665e-189	3	491	266	759	0.9959266802443992	dbCAN
GH23.hmm	135	WP_008764235.1	431	4.96977560024172e-23	3	119	129	261	0.8666666666666667	dbCAN
GT19.hmm	354	WP_008764238.1	378	6.6322811795697e-114	2	350	4	357	0.9858757062146892	dbCAN
GH38.hmm	269	WP_008764306.1	849	4.566131294150663e-32	2	250	12	265	0.9256505576208178	dbCAN
GH92.hmm	491	WP_008764307.1	782	4.585792584749089e-165	2	491	290	772	0.9979633401221996	dbCAN
GH2.hmm	752	WP_008764308.1	1027	1.0147747368044754e-86	57	597	70	826	0.7194148936170213	dbCAN
CE1.hmm	227	WP_008764311.1	288	1.4950626644553212e-58	1	223	33	281	0.9823788546255506	dbCAN
CE20.hmm	249	WP_008764318.1	662	6.33616329563342e-43	3	118	102	225	0.46586345381526106	dbCAN
CE20.hmm	249	WP_008764318.1	662	1.5859191354228793e-51	120	248	415	544	0.5180722891566265	dbCAN
GH92.hmm	491	WP_008764319.1	757	1.2873604962937046e-174	3	491	235	739	0.9959266802443992	dbCAN
GH92.hmm	491	WP_008764320.1	717	2.5830802787547684e-154	3	491	230	703	0.9959266802443992	dbCAN
PL9.hmm	374	WP_008764387.1	535	1.3792666792646389e-105	9	370	20	440	0.9679144385026738	dbCAN
PL26.hmm	862	WP_008764390.1	1098	0.0	2	858	239	1094	0.994199535962877	dbCAN
PL11_1.hmm	583	WP_008764392.1	613	2.9391274561515787e-271	3	573	30	600	0.9794168096054888	dbCAN
GH2.hmm	752	WP_008764442.1	1124	7.595759178352705e-212	18	751	58	961	0.976063829787234	dbCAN
GH110.hmm	548	WP_008764450.1	615	1.9484977066070114e-217	1	548	27	582	1.0	dbCAN
GH109.hmm	399	WP_008764451.1	419	6.386106091051136e-165	3	398	18	416	0.9924812030075187	dbCAN
GT4.hmm	160	WP_008764473.1	577	4.5175207374011636e-17	12	156	191	334	0.90625	dbCAN
GH57.hmm	383	WP_008764493.1	460	8.330256491979007e-53	12	314	20	327	0.7911227154046997	dbCAN
GH89.hmm	663	WP_008764525.1	736	4.462562886874026e-252	2	661	65	729	0.995475113122172	dbCAN
GH188.hmm	259	WP_008764608.1	355	7.270193068115903e-16	1	151	3	152	0.583011583011583	dbCAN
GH97.hmm	631	WP_008764740.1	719	1.825366403768101e-259	5	630	15	704	0.9920760697305864	dbCAN
GH18.hmm	296	WP_008764981.1	306	1.4510022993232535e-17	27	172	66	246	0.49324324324324326	dbCAN
