HMM Name	HMM Length	Target Name	Target Length	i-Evalue	HMM From	HMM To	Target From	Target To	Coverage	HMM File Name
HTH_3	55	WP_004351694.1	301	1.692049774451992e-05	4	31	145	172	0.509090909090909	TF
0042546	127	WP_004351708.1	112	4.904364738597221e-19	1	100	10	110	0.7874015748031497	TF
0040517	144	WP_004352762.1	157	1.269569105150051e-15	26	127	6	115	0.7083333333333334	TF
0040266	151	WP_004352771.1	169	5.427835963116449e-10	23	142	5	124	0.7947019867549668	TF
Trans_reg_C	77	WP_004353013.1	235	1.6779619575028096e-18	4	77	158	229	0.961038961038961	TF
0036286	54	WP_004353297.1	296	5.71778921493966e-10	2	53	186	237	0.9629629629629629	TF
0035607	54	WP_004353297.1	296	2.434207621286753e-08	2	53	238	287	0.9629629629629629	TF
0035607	54	WP_004353402.1	187	8.752940775708321e-10	3	51	127	173	0.9074074074074074	TF
LacI	46	WP_004353567.1	354	6.127161994374492e-17	2	46	7	51	0.9782608695652174	TF
0041150	134	WP_004353858.1	144	9.229952740156098e-22	2	134	5	135	0.9925373134328358	TF
Arg_repressor	70	WP_004353991.1	158	8.675287735868789e-20	3	68	4	69	0.9428571428571428	TF
0039384	65	WP_004354247.1	394	4.4101484535986175e-06	7	57	239	289	0.7846153846153846	TF
LacI	46	WP_007369033.1	341	6.992204340853802e-14	1	46	8	53	1.0	TF
GerE	57	WP_009012343.1	99	1.4580414022234958e-15	2	56	38	92	0.9649122807017544	TF
GntR	64	WP_025068000.1	120	7.778446606990404e-12	2	64	10	72	0.984375	TF
0035607	54	WP_029216593.1	294	4.7287438076568055e-07	5	53	247	293	0.9074074074074074	TF
DUF24	91	WP_211802963.1	126	1.740065507608249e-27	2	86	23	109	0.9340659340659341	TF
Pencillinase_R	115	WP_211803930.1	120	3.7077574728317346e-30	1	114	4	116	0.991304347826087	TF
GerE	57	WP_213047882.1	203	2.5918051389969904e-20	2	57	137	192	0.9824561403508771	TF
HTH_1	60	WP_219442073.1	300	3.589539096272227e-17	1	59	3	61	0.9833333333333333	TF
HTH_10	53	WP_219525231.1	165	2.127617033425391e-06	21	51	126	156	0.5849056603773585	TF
HTH_AraC	42	WP_278580851.1	716	4.959091479049562e-06	1	42	623	665	1.0	TF
0035607	54	WP_278580851.1	716	2.7624565239882536e-07	2	50	666	712	0.9074074074074074	TF
LytTR	98	WP_278580931.1	277	2.874387322085222e-19	5	95	180	274	0.9285714285714286	TF
HTH_3	55	WP_278581016.1	156	2.1224817700429957e-09	1	55	5	60	1.0	TF
GerE	57	WP_278581165.1	170	3.61715918122158e-05	4	40	116	153	0.6491228070175439	TF
0037767	80	WP_278581201.1	221	7.4013987591137e-08	5	77	155	220	0.9125	TF
bZIP_1	64	WP_278581299.1	52	8.955033045367145e-05	18	52	15	49	0.546875	TF
GerE	57	WP_278581366.1	214	1.0232066760421335e-16	2	57	146	201	0.9824561403508771	TF
GerE	57	WP_278581386.1	174	3.369030974337624e-08	18	45	139	166	0.49122807017543857	TF
LytTR	98	WP_278581395.1	236	1.715587903373189e-19	2	97	140	231	0.9795918367346939	TF
HTH_AraC	42	WP_278581501.1	299	1.5727100522465297e-10	7	42	259	295	0.8571428571428571	TF
0041150	134	WP_278581509.1	165	6.108320338435369e-28	5	133	16	142	0.9626865671641791	TF
0035607	54	WP_278581597.1	1256	1.5034973013396092e-05	2	51	1206	1253	0.9259259259259259	TF
HTH_AraC	42	WP_278581794.1	137	1.0252159756924778e-11	2	41	96	133	0.9523809523809523	TF
0042156	125	WP_278581844.1	126	1.3725620374050823e-19	9	111	6	107	0.824	TF
HTH_AraC	42	WP_278581881.1	324	1.1459484005913684e-08	1	42	277	316	1.0	TF
HTH_AraC	42	WP_278581916.1	319	9.527175599703887e-08	7	41	267	302	0.8333333333333334	TF
GerE	57	WP_278581944.1	302	2.4302515578187666e-15	2	57	237	289	0.9824561403508771	TF
GerE	57	WP_278581961.1	332	2.3873989538261523e-07	3	48	273	318	0.8070175438596491	TF
0041150	134	WP_278581978.1	143	5.709420471911352e-31	2	133	3	130	0.9850746268656716	TF
0043095	94	WP_278581989.1	164	3.994598149127756e-06	3	53	99	149	0.5425531914893617	TF
HTH_8	42	WP_278581995.1	413	3.8675819618999135e-14	4	42	370	408	0.9285714285714286	TF
0038753	71	WP_278582183.1	223	2.665750532018143e-11	2	70	153	217	0.971830985915493	TF
HTH_AraC	42	WP_278582381.1	362	1.3899760746158079e-09	8	41	319	353	0.8095238095238095	TF
HTH_AraC	42	WP_278582382.1	373	9.281743186098234e-08	9	42	322	356	0.8095238095238095	TF
0035607	54	WP_278582460.1	128	1.0914354157501443e-06	5	52	78	123	0.8888888888888888	TF
Trans_reg_C	77	WP_278582515.1	241	4.831036591129295e-10	1	77	167	240	1.0	TF
HTH_AraC	42	WP_278582639.1	636	3.0040535564547e-05	6	41	597	633	0.8571428571428571	TF
0035607	54	WP_423808752.1	878	6.546319410860172e-07	2	49	832	877	0.8888888888888888	TF
PspC	53	WP_423808758.1	70	5.565121091578105e-10	1	27	4	30	0.5094339622641509	TF
0042546	127	WP_423808776.1	111	5.026666998129722e-07	4	53	51	98	0.3937007874015748	TF
