system number	system name	functional unit name	subsystem number	gene family	partition	annotation	secondary_names	gene.ID	gene.name	contig	start	stop	strand	is_fragment	category	genomic organization	completeness	product	overlapping_units
2	SusCD_model	PUL	6	GCA_000273195.1_CDS_0447	persistent			GCF_040091975.1_CDS_0017		NZ_JBBNMM010000010.1	17895	19334	-	False	context	split	0.84		
2	SusCD_model	PUL	6	GCA_000273195.1_CDS_0446	persistent	SusD-like_3		GCF_040091975.1_CDS_0018		NZ_JBBNMM010000010.1	19408	21222	-	False	model	split	0.84		
2	SusCD_model	PUL	5	GCA_000273195.1_CDS_1717	persistent			GCF_040091975.1_CDS_2546		NZ_JBBNMM010000002.1	211659	212852	-	False	context	split	0.84		
2	SusCD_model	PUL	6	GCF_015551835.1_CDS_5144	persistent	STN		GCF_040091975.1_CDS_0019		NZ_JBBNMM010000010.1	21251	24640	-	False	model	split	0.84		
2	SusCD_model	PUL	5	GCF_964240805.1_CDS_0908	persistent	SusD-like_3		GCF_040091975.1_CDS_2547		NZ_JBBNMM010000002.1	212889	214685	-	False	model	split	0.84		
2	SusCD_model	PUL	5	GCA_947645435.1_CDS_3500	persistent	TonB_dep_Rec		GCF_040091975.1_CDS_2548		NZ_JBBNMM010000002.1	214719	217967	-	False	model	split	0.84		
2	SusCD_model	PUL	5	GCA_000273195.1_CDS_1720	persistent	STP		GCF_040091975.1_CDS_2549		NZ_JBBNMM010000002.1	218017	218547	-	False	model	split	0.84		
2	SusCD_model	PUL	5	GCA_000273195.1_CDS_1721	persistent			GCF_040091975.1_CDS_2550		NZ_JBBNMM010000002.1	218785	219159	-	False	context	split	0.84		
2	SusCD_model	PUL	5	GCF_028561695.1_CDS_2345	persistent	TF		GCF_040091975.1_CDS_2551		NZ_JBBNMM010000002.1	219274	223350	-	False	model	split	0.84		
2	SusCD_model	PUL	5	GCA_000273195.1_CDS_1723	persistent			GCF_040091975.1_CDS_2552		NZ_JBBNMM010000002.1	223410	224873	-	False	context	split	0.84		
2	SusCD_model	PUL	6	GCA_024791665.1_CDS_2467	persistent	STP		GCF_040091975.1_CDS_0020		NZ_JBBNMM010000010.1	24768	25796	-	False	model	split	0.84		
2	SusCD_model	PUL	6	GCF_000154125.1_CDS_4623	persistent	STP		GCF_040091975.1_CDS_0021		NZ_JBBNMM010000010.1	25874	26461	-	False	model	split	0.84		
2	SusCD_model	PUL	6	GCA_024790715.1_CDS_5995	persistent			GCF_040091975.1_CDS_0022		NZ_JBBNMM010000010.1	26561	27997	-	False	context	split	0.84		
2	SusCD_model	PUL	6	GCA_000273195.1_CDS_0441	persistent	STP		GCF_040091975.1_CDS_0023		NZ_JBBNMM010000010.1	28056	28784	-	False	model	split	0.84		
2	SusCD_model	PUL	6	GCA_958450655.1_CDS_2573	persistent	TF		GCF_040091975.1_CDS_0024		NZ_JBBNMM010000010.1	28819	33138	-	False	model	split	0.84		
2	SusCD_model	PUL	6	GCA_026719665.1_CDS_1748	persistent	STP		GCF_040091975.1_CDS_0025		NZ_JBBNMM010000010.1	33292	34230	+	False	model	split	0.84		
2	SusCD_model	PUL	6	GCA_000273195.1_CDS_0438	persistent			GCF_040091975.1_CDS_0026		NZ_JBBNMM010000010.1	34412	35581	-	False	context	split	0.84		
2	SusCD_model	PUL	4	GCA_003602825.1_CDS_5152	shell			GCF_040091975.1_CDS_4841		NZ_JBBNMM010000009.1	52768	53358	-	False	context	split	0.84		
