system number	system name	functional unit name	subsystem number	gene family	partition	annotation	secondary_names	gene.ID	gene.name	contig	start	stop	strand	is_fragment	category	genomic organization	completeness	product	overlapping_units
2	SusCD_model	PUL	5	GCF_000154125.1_CDS_4623	persistent	STP		GCA_947507385.1_CDS_3047		CANNPI010000190.1	1068	1655	-	False	model	split	0.59		
2	SusCD_model	PUL	4	GCA_963560205.1_CDS_1251	persistent	CarbopepD_reg_2		GCA_947507385.1_CDS_4274		CANNPI010000476.1	11	1492	+	False	model	split	0.59		
2	SusCD_model	PUL	1	GCA_000273195.1_CDS_2802	persistent	GH10		GCA_947507385.1_CDS_2094		CANNPI010000102.1	115	2265	-	False	model	split	0.59		
2	SusCD_model	PUL	3	GCF_028561695.1_CDS_2345	persistent	TF		GCA_947507385.1_CDS_1464		CANNPI010000062.1	1165	5241	+	False	model	split	0.59		
2	SusCD_model	PUL	3	GCA_000273195.1_CDS_1717	persistent			GCA_947507385.1_CDS_1469		CANNPI010000062.1	11663	12856	+	False	context	split	0.59		
2	SusCD_model	PUL	8	GCA_000273195.1_CDS_0447	persistent			GCA_947507385.1_CDS_4342		CANNPI010000506.1	1260	2579	+	False	context	split	0.59		
2	SusCD_model	PUL	2	GCA_024791005.1_CDS_5653	shell			GCA_947507385.1_CDS_1032		CANNPI010000038.1	13929	15458	+	False	context	split	0.59		
2	SusCD_model	PUL	3	GCA_000273195.1_CDS_1723	persistent			GCA_947507385.1_CDS_1463		CANNPI010000062.1	14	1105	+	False	context	split	0.59		
2	SusCD_model	PUL	2	GCA_022718855.1_CDS_0233	shell	STP		GCA_947507385.1_CDS_1033		CANNPI010000038.1	15631	17133	+	False	model	split	0.59		
2	SusCD_model	PUL	2	GCA_000273195.1_CDS_0700	shell	TF		GCA_947507385.1_CDS_1034		CANNPI010000038.1	17130	17975	-	False	model	split	0.59		
2	SusCD_model	PUL	5	GCA_024790715.1_CDS_5995	persistent			GCA_947507385.1_CDS_3048		CANNPI010000190.1	1755	3209	-	False	context	split	0.59		
2	SusCD_model	PUL	2	GCF_022716715.1_CDS_3068	shell	GH43		GCA_947507385.1_CDS_1035		CANNPI010000038.1	18190	22389	-	False	model	split	0.59		
2	SusCD_model	PUL	2	GCF_023668595.1_CDS_0410	shell			GCA_947507385.1_CDS_1036		CANNPI010000038.1	22702	25401	-	False	context	split	0.59		
2	SusCD_model	PUL	1	GCF_021410305.1_CDS_4116	persistent	GH43		GCA_947507385.1_CDS_2095		CANNPI010000102.1	2297	4654	-	False	model	split	0.59		
2	SusCD_model	PUL	5	GCA_000273195.1_CDS_0441	persistent	STP		GCA_947507385.1_CDS_3049		CANNPI010000190.1	3245	3973	-	False	model	split	0.59		
2	SusCD_model	PUL	6	GCA_037437105.1_CDS_2843	cloud			GCA_947507385.1_CDS_3946		CANNPI010000365.1	3517	4035	-	False	filtered	split	0.59		
2	SusCD_model	PUL	5	GCA_958450655.1_CDS_2573	persistent	TF		GCA_947507385.1_CDS_3050		CANNPI010000190.1	4008	8327	-	False	model	split	0.59		
2	SusCD_model	PUL	6	GCF_015551835.1_CDS_5144	persistent	STN		GCA_947507385.1_CDS_3945		CANNPI010000365.1	42	3431	+	False	model	split	0.59		
2	SusCD_model	PUL	1	GCA_000699685.1_CDS_0692	persistent			GCA_947507385.1_CDS_2096		CANNPI010000102.1	4870	7773	+	False	context	split	0.59		
2	SusCD_model	PUL	3	GCA_000273195.1_CDS_1721	persistent			GCA_947507385.1_CDS_1465		CANNPI010000062.1	5356	5730	+	False	context	split	0.59		
2	SusCD_model	PUL	3	GCA_000273195.1_CDS_1720	persistent	STP		GCA_947507385.1_CDS_1466		CANNPI010000062.1	5968	6498	+	False	model	split	0.59		
2	SusCD_model	PUL	3	GCA_947645435.1_CDS_3500	persistent	TonB_dep_Rec		GCA_947507385.1_CDS_1467		CANNPI010000062.1	6548	9796	+	False	model	split	0.59		
2	SusCD_model	PUL	8	GCA_000273195.1_CDS_0446	persistent	SusD-like_3		GCA_947507385.1_CDS_4341		CANNPI010000506.1	8	1063	+	True	model	split	0.59		
