system number	system name	functional unit name	subsystem number	gene family	partition	annotation	secondary_names	gene.ID	gene.name	contig	start	stop	strand	is_fragment	category	genomic organization	completeness	product	overlapping_units
2	SusCD_model	PUL	3	GCA_000273195.1_CDS_1723	persistent			GCA_034139945.1_CDS_3247		JAWZGF010000037.1	366276	368204	+	False	context	split	0.59		
2	SusCD_model	PUL	3	GCF_028561695.1_CDS_2345	persistent	TF		GCA_034139945.1_CDS_3248		JAWZGF010000037.1	368249	372325	+	False	model	split	0.59		
2	SusCD_model	PUL	3	GCA_000273195.1_CDS_1721	persistent			GCA_034139945.1_CDS_3249		JAWZGF010000037.1	372440	372814	+	False	context	split	0.59		
2	SusCD_model	PUL	3	GCA_000273195.1_CDS_1720	persistent	STP		GCA_034139945.1_CDS_3250		JAWZGF010000037.1	373052	373582	+	False	model	split	0.59		
2	SusCD_model	PUL	3	GCA_947645435.1_CDS_3500	persistent	TonB_dep_Rec		GCA_034139945.1_CDS_3251		JAWZGF010000037.1	373632	376880	+	False	model	split	0.59		
2	SusCD_model	PUL	3	GCF_964240805.1_CDS_0908	persistent	SusD-like_3		GCA_034139945.1_CDS_3252		JAWZGF010000037.1	376914	378710	+	False	model	split	0.59		
2	SusCD_model	PUL	3	GCA_000273195.1_CDS_1717	persistent			GCA_034139945.1_CDS_3253		JAWZGF010000037.1	378747	379940	+	False	context	split	0.59		
2	SusCD_model	PUL	6	GCA_003602825.1_CDS_5152	shell			GCA_034139945.1_CDS_0935		JAWZGF010000016.1	58892	59422	-	False	context	split	0.59		
2	SusCD_model	PUL	6	GCA_021204065.1_CDS_0378	shell	STP		GCA_034139945.1_CDS_0936		JAWZGF010000016.1	59537	61969	-	False	model	split	0.59		
2	SusCD_model	PUL	6	GCF_023668595.1_CDS_0410	shell			GCA_034139945.1_CDS_0937		JAWZGF010000016.1	62186	64885	+	False	context	split	0.59		
2	SusCD_model	PUL	6	GCF_022716715.1_CDS_3068	shell	GH43		GCA_034139945.1_CDS_0938		JAWZGF010000016.1	65198	69397	+	False	model	split	0.59		
2	SusCD_model	PUL	6	GCA_000273195.1_CDS_0700	shell	TF		GCA_034139945.1_CDS_0939		JAWZGF010000016.1	69612	70457	+	False	model	split	0.59		
2	SusCD_model	PUL	6	GCA_022718855.1_CDS_0233	shell	STP		GCA_034139945.1_CDS_0940		JAWZGF010000016.1	70454	71956	-	False	model	split	0.59		
2	SusCD_model	PUL	6	GCA_024791005.1_CDS_5653	shell			GCA_034139945.1_CDS_0941		JAWZGF010000016.1	72129	73658	-	False	context	split	0.59		
3	SusCD_model	PUL	2	GCA_024758985.1_CDS_1805	shell			GCA_034139945.1_CDS_2549		JAWZGF010000031.1	87747	88052	+	False	filtered	split	0.68		4:0.58|20:0.58
