system number	system name	functional unit name	subsystem number	gene family	partition	annotation	secondary_names	gene.ID	gene.name	contig	start	stop	strand	is_fragment	category	genomic organization	completeness	product	overlapping_units
2	SusCD_model	PUL	3	GCA_000273195.1_CDS_0447	persistent			GCA_964241145.1_CDS_3106		CAXSWQ010000016.1	10892	12331	-	False	context	split	0.84		
2	SusCD_model	PUL	3	GCA_000273195.1_CDS_0446	persistent	SusD-like_3		GCA_964241145.1_CDS_3107		CAXSWQ010000016.1	12405	14219	-	False	model	split	0.84		
2	SusCD_model	PUL	7	GCA_000273195.1_CDS_1723	persistent			GCA_964241145.1_CDS_3892		CAXSWQ010000024.1	12715	14628	+	False	context	split	0.84		
2	SusCD_model	PUL	3	GCF_015551835.1_CDS_5144	persistent	STN		GCA_964241145.1_CDS_3108		CAXSWQ010000016.1	14248	17637	-	False	model	split	0.84		
2	SusCD_model	PUL	7	GCF_028561695.1_CDS_2345	persistent	TF		GCA_964241145.1_CDS_3893		CAXSWQ010000024.1	14688	18764	+	False	model	split	0.84		
2	SusCD_model	PUL	3	GCA_024791665.1_CDS_2467	persistent	STP		GCA_964241145.1_CDS_3109		CAXSWQ010000016.1	17765	18793	-	False	model	split	0.84		
2	SusCD_model	PUL	3	GCF_000154125.1_CDS_4623	persistent	STP		GCA_964241145.1_CDS_3110		CAXSWQ010000016.1	18871	19458	-	False	model	split	0.84		
2	SusCD_model	PUL	7	GCA_000273195.1_CDS_1721	persistent			GCA_964241145.1_CDS_3894		CAXSWQ010000024.1	18879	19253	+	False	context	split	0.84		
2	SusCD_model	PUL	7	GCA_000273195.1_CDS_1720	persistent	STP		GCA_964241145.1_CDS_3895		CAXSWQ010000024.1	19491	20021	+	False	model	split	0.84		
2	SusCD_model	PUL	3	GCA_024790715.1_CDS_5995	persistent			GCA_964241145.1_CDS_3111		CAXSWQ010000016.1	19558	20994	-	False	context	split	0.84		
2	SusCD_model	PUL	7	GCA_947645435.1_CDS_3500	persistent	TonB_dep_Rec		GCA_964241145.1_CDS_3896		CAXSWQ010000024.1	20071	23319	+	False	model	split	0.84		
2	SusCD_model	PUL	3	GCA_000273195.1_CDS_0441	persistent	STP		GCA_964241145.1_CDS_3112		CAXSWQ010000016.1	21053	21781	-	False	model	split	0.84		
2	SusCD_model	PUL	3	GCA_958450655.1_CDS_2573	persistent	TF		GCA_964241145.1_CDS_3113		CAXSWQ010000016.1	21816	26135	-	False	model	split	0.84		
2	SusCD_model	PUL	7	GCF_964240805.1_CDS_0908	persistent	SusD-like_3		GCA_964241145.1_CDS_3897		CAXSWQ010000024.1	23353	25149	+	False	model	split	0.84		
2	SusCD_model	PUL	7	GCA_000273195.1_CDS_1717	persistent			GCA_964241145.1_CDS_3898		CAXSWQ010000024.1	25186	26379	+	False	context	split	0.84		
2	SusCD_model	PUL	3	GCA_026719665.1_CDS_1748	persistent	STP		GCA_964241145.1_CDS_3114		CAXSWQ010000016.1	26289	27227	+	False	model	split	0.84		
2	SusCD_model	PUL	3	GCA_000273195.1_CDS_0438	persistent			GCA_964241145.1_CDS_3115		CAXSWQ010000016.1	27417	28586	-	False	context	split	0.84		
2	SusCD_model	PUL	4	GCA_003602825.1_CDS_5152	shell			GCA_964241145.1_CDS_0347		CAXSWQ010000001.1	400807	401337	-	False	context	split	0.84		
2	SusCD_model	PUL	4	GCA_021204065.1_CDS_0378	shell	STP		GCA_964241145.1_CDS_0348		CAXSWQ010000001.1	401452	403884	-	False	model	split	0.84		
2	SusCD_model	PUL	4	GCF_023668595.1_CDS_0410	shell			GCA_964241145.1_CDS_0349		CAXSWQ010000001.1	404104	406803	+	False	context	split	0.84		
2	SusCD_model	PUL	4	GCF_022716715.1_CDS_3068	shell	GH43		GCA_964241145.1_CDS_0350		CAXSWQ010000001.1	407006	411217	+	False	model	split	0.84		
2	SusCD_model	PUL	4	GCA_000273195.1_CDS_0700	shell	TF		GCA_964241145.1_CDS_0351		CAXSWQ010000001.1	411432	412277	+	False	model	split	0.84		
2	SusCD_model	PUL	4	GCA_022718855.1_CDS_0233	shell	STP		GCA_964241145.1_CDS_0352		CAXSWQ010000001.1	412274	413776	-	False	model	split	0.84		
2	SusCD_model	PUL	4	GCA_024791005.1_CDS_5653	shell			GCA_964241145.1_CDS_0353		CAXSWQ010000001.1	413949	414512	-	True	context	split	0.84		
3	SusCD_model	PUL	2	GCA_022718855.1_CDS_3536	persistent			GCA_964241145.1_CDS_3854		CAXSWQ010000023.1	65855	68419	-	False	filtered	split	0.68		4:0.58|20:0.58
3	SusCD_model	PUL	2	GCA_000436435.1_CDS_1661	persistent	TF		GCA_964241145.1_CDS_3855		CAXSWQ010000023.1	68721	69170	-	False	model	split	0.68		4:0.58|20:0.58
3	SusCD_model	PUL	2	GCA_024758985.1_CDS_1805	shell			GCA_964241145.1_CDS_3856		CAXSWQ010000023.1	69710	70015	-	False	filtered	split	0.68		4:0.58|20:0.58
4	SusCD_model	PUL	5	GCA_000699685.1_CDS_4200	shell			GCA_964241145.1_CDS_0462		CAXSWQ010000002.1	29513	33610	+	False	filtered	split	0.58		
4	SusCD_model	PUL	5	GCA_024792605.1_CDS_7044	shell	TF		GCA_964241145.1_CDS_0463		CAXSWQ010000002.1	34661	37162	+	False	model	split	0.58		
4	SusCD_model	PUL	5	GCF_000157055.1_CDS_1527	shell			GCA_964241145.1_CDS_0464		CAXSWQ010000002.1	37189	37926	+	False	context	split	0.58		
7	SusCD_model	PUL	1	GCA_008679815.1_CDS_0958	shell	TF		GCA_964241145.1_CDS_2981		CAXSWQ010000015.1	19512	23525	-	False	model	split	0.87		11:0.86|3:0.68
7	SusCD_model	PUL	2	GCA_024791005.1_CDS_4165	shell			GCA_964241145.1_CDS_1806		CAXSWQ010000007.1	89432	91345	+	False	filtered	split	0.87		
7	SusCD_model	PUL	2	GCA_003472925.1_CDS_3298	shell	TF		GCA_964241145.1_CDS_1807		CAXSWQ010000007.1	91563	92123	+	False	model	split	0.87		
7	SusCD_model	PUL	2	GCA_003472925.1_CDS_3297	shell			GCA_964241145.1_CDS_1808		CAXSWQ010000007.1	92120	93376	+	False	context	split	0.87		
13	SusCD_model	PUL	1	GCF_019128845.1_CDS_3822	shell			GCA_964241145.1_CDS_1588		CAXSWQ010000006.1	143311	144546	+	False	context	split	0.92		
13	SusCD_model	PUL	1	GCA_000699685.1_CDS_1279	shell	TF		GCA_964241145.1_CDS_1589		CAXSWQ010000006.1	144559	144921	+	False	model	split	0.92		
13	SusCD_model	PUL	1	GCA_003463955.1_CDS_4443	shell	TF		GCA_964241145.1_CDS_1590		CAXSWQ010000006.1	145002	145307	-	False	model	split	0.92		
13	SusCD_model	PUL	1	GCA_024758285.1_CDS_2881	shell	TF		GCA_964241145.1_CDS_1591		CAXSWQ010000006.1	145841	146197	+	False	model	split	0.92		
13	SusCD_model	PUL	1	GCA_003435255.1_CDS_2416	shell	TF		GCA_964241145.1_CDS_1592		CAXSWQ010000006.1	146237	146551	+	False	model	split	0.92		
13	SusCD_model	PUL	1	GCF_964260535.1_CDS_3763	shell			GCA_964241145.1_CDS_1593		CAXSWQ010000006.1	146572	148140	+	False	context	split	0.92		
13	SusCD_model	PUL	1	GCA_003435255.1_CDS_2418	shell	TF		GCA_964241145.1_CDS_1594		CAXSWQ010000006.1	148202	150289	+	False	model	split	0.92		
13	SusCD_model	PUL	1	GCA_000699685.1_CDS_1272	shell			GCA_964241145.1_CDS_1595		CAXSWQ010000006.1	150452	150904	+	False	context	split	0.92		
14	SusCD_model	PUL	1	GCA_000273195.1_CDS_3364	persistent			GCA_964241145.1_CDS_3291		CAXSWQ010000017.1	101908	102054	+	False	context	strict	0.92		17:0.92|26:0.91|32:0.78|5:0.73|21:0.73|39:0.71|36:0.62
14	SusCD_model	PUL	1	GCA_024758065.1_CDS_6253	persistent	TF		GCA_964241145.1_CDS_3292		CAXSWQ010000017.1	102263	102766	+	False	model	strict	0.92		17:0.92|26:0.91|32:0.78|5:0.73|21:0.73
14	SusCD_model	PUL	1	GCA_037298135.1_CDS_2392	persistent	STP		GCA_964241145.1_CDS_3293		CAXSWQ010000017.1	102833	103900	+	False	model	strict	0.92		17:0.92|26:0.91|32:0.78|5:0.73|21:0.73|39:0.71|36:0.62
14	SusCD_model	PUL	1	GCA_000273195.1_CDS_3361	persistent	Plug		GCA_964241145.1_CDS_3294		CAXSWQ010000017.1	103977	107516	+	False	model	strict	0.92		17:0.92|26:0.91|32:0.78|5:0.73|39:0.71|36:0.62
14	SusCD_model	PUL	1	GCA_000273195.1_CDS_3360	persistent	SusD_RagB		GCA_964241145.1_CDS_3295		CAXSWQ010000017.1	107537	108964	+	False	model	strict	0.92		17:0.92|26:0.91|32:0.78|5:0.73|39:0.71|36:0.62
14	SusCD_model	PUL	1	GCA_000273195.1_CDS_3359	persistent			GCA_964241145.1_CDS_3296		CAXSWQ010000017.1	108984	111488	+	False	context	strict	0.92		17:0.92|26:0.91|32:0.78|5:0.73|39:0.71|36:0.62
14	SusCD_model	PUL	1	GCA_000436435.1_CDS_3497	persistent			GCA_964241145.1_CDS_3278		CAXSWQ010000017.1	75474	77474	+	False	context	strict	0.92		17:0.92|26:0.91|5:0.73|21:0.73
14	SusCD_model	PUL	1	GCA_000273195.1_CDS_3376	persistent	TF		GCA_964241145.1_CDS_3279		CAXSWQ010000017.1	77555	81688	-	False	model	strict	0.92		17:0.92|26:0.91|5:0.73|21:0.73
14	SusCD_model	PUL	1	GCA_000273195.1_CDS_3375	persistent	CarbopepD_reg_2		GCA_964241145.1_CDS_3280		CAXSWQ010000017.1	82084	85257	+	False	model	strict	0.92		17:0.92|26:0.91|5:0.73|21:0.73
14	SusCD_model	PUL	1	GCA_000273195.1_CDS_3374	persistent	SusD-like_3		GCA_964241145.1_CDS_3281		CAXSWQ010000017.1	85277	86923	+	False	model	strict	0.92		17:0.92|26:0.91|5:0.73|21:0.73
