system number	system name	functional unit name	subsystem number	gene family	partition	annotation	secondary_names	gene.ID	gene.name	contig	start	stop	strand	is_fragment	category	genomic organization	completeness	product	overlapping_units
2	SusCD_model	PUL	4	GCA_024791005.1_CDS_5653	shell			GCF_028400265.1_CDS_2519		NZ_JAQNXL010000002.1	268338	269867	+	False	context	split	0.84		
2	SusCD_model	PUL	4	GCA_022718855.1_CDS_0233	shell	STP		GCF_028400265.1_CDS_2520		NZ_JAQNXL010000002.1	270040	271542	+	False	model	split	0.84		
2	SusCD_model	PUL	4	GCA_000273195.1_CDS_0700	shell	TF		GCF_028400265.1_CDS_2521		NZ_JAQNXL010000002.1	271539	272384	-	False	model	split	0.84		
2	SusCD_model	PUL	4	GCF_022716715.1_CDS_3068	shell	GH43		GCF_028400265.1_CDS_2522		NZ_JAQNXL010000002.1	272599	276798	-	False	model	split	0.84		
2	SusCD_model	PUL	4	GCF_023668595.1_CDS_0410	shell			GCF_028400265.1_CDS_2523		NZ_JAQNXL010000002.1	276983	279682	-	False	context	split	0.84		
2	SusCD_model	PUL	4	GCA_021204065.1_CDS_0378	shell	STP		GCF_028400265.1_CDS_2524		NZ_JAQNXL010000002.1	279899	282331	+	False	model	split	0.84		
2	SusCD_model	PUL	4	GCA_000436435.1_CDS_2244	shell			GCF_028400265.1_CDS_2525		NZ_JAQNXL010000002.1	282847	283737	-	False	filtered	split	0.84		
2	SusCD_model	PUL	8	GCA_000273195.1_CDS_0438	persistent			GCF_028400265.1_CDS_0595		NZ_JAQNXL010000013.1	57455	58624	+	False	context	split	0.84		
2	SusCD_model	PUL	8	GCA_026719665.1_CDS_1748	persistent	STP		GCF_028400265.1_CDS_0596		NZ_JAQNXL010000013.1	58807	59745	-	False	model	split	0.84		
2	SusCD_model	PUL	8	GCA_958450655.1_CDS_2573	persistent	TF		GCF_028400265.1_CDS_0597		NZ_JAQNXL010000013.1	59899	64218	+	False	model	split	0.84		
2	SusCD_model	PUL	8	GCA_000273195.1_CDS_0441	persistent	STP		GCF_028400265.1_CDS_0598		NZ_JAQNXL010000013.1	64253	64981	+	False	model	split	0.84		
2	SusCD_model	PUL	8	GCA_024790715.1_CDS_5995	persistent			GCF_028400265.1_CDS_0599		NZ_JAQNXL010000013.1	65040	66476	+	False	context	split	0.84		
2	SusCD_model	PUL	8	GCF_000154125.1_CDS_4623	persistent	STP		GCF_028400265.1_CDS_0600		NZ_JAQNXL010000013.1	66576	67163	+	False	model	split	0.84		
2	SusCD_model	PUL	8	GCA_024791665.1_CDS_2467	persistent	STP		GCF_028400265.1_CDS_0601		NZ_JAQNXL010000013.1	67241	68269	+	False	model	split	0.84		
2	SusCD_model	PUL	8	GCF_015551835.1_CDS_5144	persistent	STN		GCF_028400265.1_CDS_0602		NZ_JAQNXL010000013.1	68397	71786	+	False	model	split	0.84		
2	SusCD_model	PUL	8	GCA_000273195.1_CDS_0446	persistent	SusD-like_3		GCF_028400265.1_CDS_0603		NZ_JAQNXL010000013.1	71815	73629	+	False	model	split	0.84		
2	SusCD_model	PUL	8	GCA_000273195.1_CDS_0447	persistent			GCF_028400265.1_CDS_0604		NZ_JAQNXL010000013.1	73703	75142	+	False	context	split	0.84		
2	SusCD_model	PUL	1	GCA_000273195.1_CDS_1723	persistent			GCF_028400265.1_CDS_4429		NZ_JAQNXL010000008.1	85297	87210	+	False	context	split	0.84		
2	SusCD_model	PUL	1	GCF_028561695.1_CDS_2345	persistent	TF		GCF_028400265.1_CDS_4430		NZ_JAQNXL010000008.1	87270	91346	+	False	model	split	0.84		
2	SusCD_model	PUL	1	GCA_000273195.1_CDS_1721	persistent			GCF_028400265.1_CDS_4431		NZ_JAQNXL010000008.1	91461	91835	+	False	context	split	0.84		
2	SusCD_model	PUL	1	GCA_000273195.1_CDS_1720	persistent	STP		GCF_028400265.1_CDS_4432		NZ_JAQNXL010000008.1	92073	92603	+	False	model	split	0.84		
