system number	system name	functional unit name	subsystem number	gene family	partition	annotation	secondary_names	gene.ID	gene.name	contig	start	stop	strand	is_fragment	category	genomic organization	completeness	product	overlapping_units
1	SusCD_model	PUL	14	GCA_024792765.1_CDS_3396	persistent	STN		GCF_020256645.1_CDS_1613		NZ_JAIWWY010000020.1	101316	104558	-	False	model	split	0.92		
1	SusCD_model	PUL	14	GCA_000273195.1_CDS_3665	persistent	STP		GCF_020256645.1_CDS_1614		NZ_JAIWWY010000020.1	104785	105780	-	False	model	split	0.92		
1	SusCD_model	PUL	14	GCA_000273195.1_CDS_3666	persistent	TF		GCF_020256645.1_CDS_1615		NZ_JAIWWY010000020.1	105878	106444	-	False	model	split	0.92		
1	SusCD_model	PUL	14	GCA_000273195.1_CDS_3667	persistent			GCF_020256645.1_CDS_1616		NZ_JAIWWY010000020.1	106714	109005	+	False	context	split	0.92		
1	SusCD_model	PUL	2	GCA_034149225.1_CDS_3441	persistent			GCF_020256645.1_CDS_4605		NZ_JAIWWY010000016.1	126184	127251	-	False	filtered	split	0.92		
1	SusCD_model	PUL	2	GCA_000273195.1_CDS_2564	persistent	STP		GCF_020256645.1_CDS_4606		NZ_JAIWWY010000016.1	127325	128836	-	False	model	split	0.92		
1	SusCD_model	PUL	7	GCA_024787785.1_CDS_6905	persistent			GCF_020256645.1_CDS_3853		NZ_JAIWWY010000033.1	129270	130502	-	False	filtered	split	0.92		
1	SusCD_model	PUL	2	GCA_000273195.1_CDS_2563	persistent	TF		GCF_020256645.1_CDS_4607		NZ_JAIWWY010000016.1	130085	130309	+	False	model	split	0.92		
1	SusCD_model	PUL	2	GCA_000273195.1_CDS_2562	persistent			GCF_020256645.1_CDS_4608		NZ_JAIWWY010000016.1	130503	132047	+	False	context	split	0.92		
1	SusCD_model	PUL	7	GCA_000273195.1_CDS_4177	persistent	Plug		GCF_020256645.1_CDS_3854		NZ_JAIWWY010000033.1	130507	133344	-	False	model	split	0.92		
1	SusCD_model	PUL	2	GCA_000273195.1_CDS_2561	persistent	STP		GCF_020256645.1_CDS_4609		NZ_JAIWWY010000016.1	132088	132624	+	False	model	split	0.92		
1	SusCD_model	PUL	2	GCA_000273195.1_CDS_2560	persistent			GCF_020256645.1_CDS_4610		NZ_JAIWWY010000016.1	132684	133253	+	False	context	split	0.92		
1	SusCD_model	PUL	7	GCA_000436435.1_CDS_1273	shell			GCF_020256645.1_CDS_3855		NZ_JAIWWY010000033.1	133415	133555	+	False	context	split	0.92		
1	SusCD_model	PUL	15	GCA_024791005.1_CDS_3249	shell			GCF_020256645.1_CDS_0131		NZ_JAIWWY010000036.1	188806	190653	-	False	context	split	0.92		
1	SusCD_model	PUL	15	GCA_000273195.1_CDS_2837	persistent	SusD-like_3		GCF_020256645.1_CDS_0132		NZ_JAIWWY010000036.1	190699	192606	-	False	model	split	0.92		
1	SusCD_model	PUL	15	GCA_000273195.1_CDS_2836	persistent	CarbopepD_reg_2		GCF_020256645.1_CDS_0133		NZ_JAIWWY010000036.1	192632	195880	-	False	model	split	0.92		
1	SusCD_model	PUL	15	GCA_024789885.1_CDS_3613	persistent			GCF_020256645.1_CDS_0134		NZ_JAIWWY010000036.1	196237	197031	+	False	filtered	split	0.92		
1	SusCD_model	PUL	3	GCA_000273195.1_CDS_0814	shell			GCF_020256645.1_CDS_2823		NZ_JAIWWY010000004.1	237672	238811	-	False	context	split	0.92		
1	SusCD_model	PUL	3	GCA_000273195.1_CDS_0813	persistent	SusD-like_3		GCF_020256645.1_CDS_2824		NZ_JAIWWY010000004.1	238839	240389	-	False	model	split	0.92		
1	SusCD_model	PUL	8	GCA_000273195.1_CDS_4102	persistent			GCF_020256645.1_CDS_3932		NZ_JAIWWY010000033.1	239332	240168	+	False	context	split	0.92		
1	SusCD_model	PUL	8	GCA_000273195.1_CDS_4101	persistent	TF		GCF_020256645.1_CDS_3933		NZ_JAIWWY010000033.1	240165	240647	+	False	model	split	0.92		
1	SusCD_model	PUL	3	GCA_003463955.1_CDS_2027	persistent	STN		GCF_020256645.1_CDS_2825		NZ_JAIWWY010000004.1	240407	243709	-	False	model	split	0.92		
1	SusCD_model	PUL	8	GCA_000273195.1_CDS_4100	persistent	STP		GCF_020256645.1_CDS_3934		NZ_JAIWWY010000033.1	240726	241364	+	False	model	split	0.92		
1	SusCD_model	PUL	8	GCA_000273195.1_CDS_4099	persistent			GCF_020256645.1_CDS_3935		NZ_JAIWWY010000033.1	241460	241870	+	False	context	split	0.92		
1	SusCD_model	PUL	8	GCA_000273195.1_CDS_4098	persistent			GCF_020256645.1_CDS_3936		NZ_JAIWWY010000033.1	241881	243221	+	False	context	split	0.92		
1	SusCD_model	PUL	8	GCA_947645435.1_CDS_3011	persistent	TF		GCF_020256645.1_CDS_3937		NZ_JAIWWY010000033.1	243769	244311	+	False	model	split	0.92		
1	SusCD_model	PUL	3	GCA_000273195.1_CDS_6257	shell			GCF_020256645.1_CDS_2826		NZ_JAIWWY010000004.1	244087	245322	+	False	context	split	0.92		
1	SusCD_model	PUL	8	GCA_000436435.1_CDS_0374	persistent	STP		GCF_020256645.1_CDS_3938		NZ_JAIWWY010000033.1	244382	245368	+	False	model	split	0.92		
1	SusCD_model	PUL	8	GCA_000273195.1_CDS_4095	persistent			GCF_020256645.1_CDS_3939		NZ_JAIWWY010000033.1	245530	248853	+	False	filtered	split	0.92		
1	SusCD_model	PUL	3	GCA_000436435.1_CDS_2762	shell	STN		GCF_020256645.1_CDS_2827		NZ_JAIWWY010000004.1	245948	248776	+	False	model	split	0.92		
1	SusCD_model	PUL	3	GCA_000273195.1_CDS_0810	shell	SusD-like_2		GCF_020256645.1_CDS_2828		NZ_JAIWWY010000004.1	248795	250372	+	False	model	split	0.92		
1	SusCD_model	PUL	3	GCF_028400995.1_CDS_5531	shell			GCF_020256645.1_CDS_2829		NZ_JAIWWY010000004.1	250405	251469	+	False	context	split	0.92		
1	SusCD_model	PUL	9	GCA_000436435.1_CDS_0369	shell			GCF_020256645.1_CDS_3943		NZ_JAIWWY010000033.1	253135	253728	+	False	filtered	split	0.92		
1	SusCD_model	PUL	9	GCA_000436435.1_CDS_0368	shell	STP		GCF_020256645.1_CDS_3944		NZ_JAIWWY010000033.1	253878	254849	+	False	model	split	0.92		
1	SusCD_model	PUL	9	GCA_000436435.1_CDS_0367	shell	STN		GCF_020256645.1_CDS_3945		NZ_JAIWWY010000033.1	255030	258392	+	False	model	split	0.92		
1	SusCD_model	PUL	9	GCA_000436435.1_CDS_0366	shell	SusD-like_2		GCF_020256645.1_CDS_3946		NZ_JAIWWY010000033.1	258405	260006	+	False	model	split	0.92		
1	SusCD_model	PUL	9	GCA_024758985.1_CDS_1998	shell			GCF_020256645.1_CDS_3947		NZ_JAIWWY010000033.1	260049	261062	+	False	context	split	0.92		
1	SusCD_model	PUL	11	GCA_000273195.1_CDS_0962	shell			GCF_020256645.1_CDS_3276		NZ_JAIWWY010000012.1	293520	294167	-	False	context	split	0.92		
1	SusCD_model	PUL	11	GCA_024758065.1_CDS_0628	shell	TF		GCF_020256645.1_CDS_3277		NZ_JAIWWY010000012.1	294248	294703	-	False	model	split	0.92		
1	SusCD_model	PUL	11	GCA_000273195.1_CDS_0964	shell			GCF_020256645.1_CDS_3278		NZ_JAIWWY010000012.1	295835	297121	-	False	context	split	0.92		
1	SusCD_model	PUL	11	GCA_000273195.1_CDS_0965	shell	TF		GCF_020256645.1_CDS_3279		NZ_JAIWWY010000012.1	297299	298426	+	False	model	split	0.92		
1	SusCD_model	PUL	11	GCA_000273195.1_CDS_0966	shell			GCF_020256645.1_CDS_3280		NZ_JAIWWY010000012.1	298583	298825	-	False	context	split	0.92		
1	SusCD_model	PUL	11	GCA_000273195.1_CDS_0967	shell			GCF_020256645.1_CDS_3281		NZ_JAIWWY010000012.1	299056	301104	+	False	context	split	0.92		
1	SusCD_model	PUL	11	GCA_024790715.1_CDS_6566	shell	TF		GCF_020256645.1_CDS_3282		NZ_JAIWWY010000012.1	301177	305145	+	False	model	split	0.92		
1	SusCD_model	PUL	11	GCA_000273195.1_CDS_0969	shell			GCF_020256645.1_CDS_3283		NZ_JAIWWY010000012.1	305405	305533	+	False	context	split	0.92		
1	SusCD_model	PUL	11	GCA_000273195.1_CDS_0970	shell	CarbopepD_reg_2		GCF_020256645.1_CDS_3284		NZ_JAIWWY010000012.1	305537	308695	+	False	model	split	0.92		
1	SusCD_model	PUL	11	GCA_000273195.1_CDS_0971	shell	SusD-like_3		GCF_020256645.1_CDS_3285		NZ_JAIWWY010000012.1	308714	310606	+	False	model	split	0.92		
1	SusCD_model	PUL	10	GCA_000273195.1_CDS_4380	persistent			GCF_020256645.1_CDS_4237		NZ_JAIWWY010000031.1	308816	309247	+	False	context	split	0.92		
1	SusCD_model	PUL	10	GCA_000273195.1_CDS_4379	persistent	STP		GCF_020256645.1_CDS_4238		NZ_JAIWWY010000031.1	309272	311044	+	False	model	split	0.92		
1	SusCD_model	PUL	11	GCA_000273195.1_CDS_0972	shell			GCF_020256645.1_CDS_3286		NZ_JAIWWY010000012.1	310662	311411	+	False	context	split	0.92		
1	SusCD_model	PUL	10	GCA_024792605.1_CDS_6227	persistent			GCF_020256645.1_CDS_4239		NZ_JAIWWY010000031.1	311041	311619	+	False	context	split	0.92		
1	SusCD_model	PUL	10	GCA_000273195.1_CDS_4377	persistent	STP		GCF_020256645.1_CDS_4240		NZ_JAIWWY010000031.1	311616	312917	+	False	model	split	0.92		
1	SusCD_model	PUL	10	GCA_022739415.1_CDS_1446	persistent	TF		GCF_020256645.1_CDS_4241		NZ_JAIWWY010000031.1	312938	316954	+	False	model	split	0.92		
1	SusCD_model	PUL	10	GCA_024789165.1_CDS_1775	persistent			GCF_020256645.1_CDS_4242		NZ_JAIWWY010000031.1	317076	318761	-	False	filtered	split	0.92		
1	SusCD_model	PUL	13	GCA_003472925.1_CDS_0593	shell			GCF_020256645.1_CDS_3732		NZ_JAIWWY010000001.1	386400	386588	-	False	context	split	0.92		
1	SusCD_model	PUL	13	GCA_034125765.1_CDS_4004	shell	STP		GCF_020256645.1_CDS_3733		NZ_JAIWWY010000001.1	386585	387178	-	False	model	split	0.92		
1	SusCD_model	PUL	13	GCF_005844885.1_CDS_2331	shell			GCF_020256645.1_CDS_3734		NZ_JAIWWY010000001.1	387798	389156	-	False	filtered	split	0.92		
1	SusCD_model	PUL	4	GCA_026719665.1_CDS_2246	persistent			GCF_020256645.1_CDS_2926		NZ_JAIWWY010000004.1	402429	405083	+	False	filtered	split	0.92		
1	SusCD_model	PUL	4	GCA_014871305.1_CDS_1948	persistent	TF		GCF_020256645.1_CDS_2927		NZ_JAIWWY010000004.1	405256	409650	+	False	model	split	0.92		
1	SusCD_model	PUL	4	GCA_000273195.1_CDS_0674	persistent			GCF_020256645.1_CDS_2928		NZ_JAIWWY010000004.1	409709	411391	+	False	context	split	0.92		
1	SusCD_model	PUL	4	GCA_041330365.1_CDS_0269	persistent			GCF_020256645.1_CDS_2929		NZ_JAIWWY010000004.1	411422	414544	+	False	context	split	0.92		
1	SusCD_model	PUL	4	GCA_000436435.1_CDS_0054	persistent	STP		GCF_020256645.1_CDS_2930		NZ_JAIWWY010000004.1	414625	415272	+	False	model	split	0.92		
1	SusCD_model	PUL	4	GCA_024791665.1_CDS_2836	persistent			GCF_020256645.1_CDS_2931		NZ_JAIWWY010000004.1	415355	415606	+	False	context	split	0.92		
1	SusCD_model	PUL	12	GCF_000157055.1_CDS_1755	shell			GCF_020256645.1_CDS_3391		NZ_JAIWWY010000012.1	431755	432276	-	False	context	split	0.92		
1	SusCD_model	PUL	12	GCA_024789005.1_CDS_6170	shell	STP		GCF_020256645.1_CDS_3392		NZ_JAIWWY010000012.1	432338	433021	-	False	model	split	0.92		
1	SusCD_model	PUL	12	GCA_003435255.1_CDS_5349	persistent			GCF_020256645.1_CDS_3393		NZ_JAIWWY010000012.1	433028	433471	-	False	context	split	0.92		
1	SusCD_model	PUL	12	GCF_000157055.1_CDS_1742	persistent	TF		GCF_020256645.1_CDS_3394		NZ_JAIWWY010000012.1	433501	433851	-	False	model	split	0.92		
1	SusCD_model	PUL	12	GCA_000273195.1_CDS_0037	persistent			GCF_020256645.1_CDS_3395		NZ_JAIWWY010000012.1	434018	434545	+	False	context	split	0.92		
1	SusCD_model	PUL	12	GCA_003526655.1_CDS_4023	persistent	STP		GCF_020256645.1_CDS_3396		NZ_JAIWWY010000012.1	435045	436649	+	False	model	split	0.92		
