system number	system name	functional unit name	subsystem number	gene family	partition	annotation	secondary_names	gene.ID	gene.name	contig	start	stop	strand	is_fragment	category	genomic organization	completeness	product	overlapping_units
2	SusCD_model	PUL	3	GCA_000273195.1_CDS_1717	persistent			GCF_918291015.1_CDS_1231		NZ_CAKJZG010000003.1	1465451	1466644	-	False	context	split	0.78		
2	SusCD_model	PUL	3	GCF_964240805.1_CDS_0908	persistent	SusD-like_3		GCF_918291015.1_CDS_1232		NZ_CAKJZG010000003.1	1466681	1468477	-	False	model	split	0.78		
2	SusCD_model	PUL	3	GCA_947645435.1_CDS_3500	persistent	TonB_dep_Rec		GCF_918291015.1_CDS_1233		NZ_CAKJZG010000003.1	1468511	1471759	-	False	model	split	0.78		
2	SusCD_model	PUL	3	GCA_000273195.1_CDS_1720	persistent	STP		GCF_918291015.1_CDS_1234		NZ_CAKJZG010000003.1	1471809	1472339	-	False	model	split	0.78		
2	SusCD_model	PUL	3	GCA_000273195.1_CDS_1721	persistent			GCF_918291015.1_CDS_1235		NZ_CAKJZG010000003.1	1472577	1472951	-	False	context	split	0.78		
2	SusCD_model	PUL	3	GCF_028561695.1_CDS_2345	persistent	TF		GCF_918291015.1_CDS_1236		NZ_CAKJZG010000003.1	1473066	1477142	-	False	model	split	0.78		
2	SusCD_model	PUL	3	GCA_000273195.1_CDS_1723	persistent			GCF_918291015.1_CDS_1237		NZ_CAKJZG010000003.1	1477202	1479115	-	False	context	split	0.78		
2	SusCD_model	PUL	1	GCA_000273195.1_CDS_0438	persistent			GCF_918291015.1_CDS_0149		NZ_CAKJZG010000003.1	155850	157019	+	False	context	split	0.78		
2	SusCD_model	PUL	1	GCA_026719665.1_CDS_1748	persistent	STP		GCF_918291015.1_CDS_0150		NZ_CAKJZG010000003.1	157171	158109	-	False	model	split	0.78		
2	SusCD_model	PUL	1	GCA_958450655.1_CDS_2573	persistent	TF		GCF_918291015.1_CDS_0151		NZ_CAKJZG010000003.1	158263	162582	+	False	model	split	0.78		
2	SusCD_model	PUL	1	GCA_000273195.1_CDS_0441	persistent	STP		GCF_918291015.1_CDS_0152		NZ_CAKJZG010000003.1	162617	163345	+	False	model	split	0.78		
2	SusCD_model	PUL	1	GCA_024790715.1_CDS_5995	persistent			GCF_918291015.1_CDS_0153		NZ_CAKJZG010000003.1	163381	164835	+	False	context	split	0.78		
2	SusCD_model	PUL	1	GCF_000154125.1_CDS_4623	persistent	STP		GCF_918291015.1_CDS_0154		NZ_CAKJZG010000003.1	164935	165522	+	False	model	split	0.78		
2	SusCD_model	PUL	1	GCA_024791665.1_CDS_2467	persistent	STP		GCF_918291015.1_CDS_0155		NZ_CAKJZG010000003.1	165600	166628	+	False	model	split	0.78		
2	SusCD_model	PUL	1	GCF_015551835.1_CDS_5144	persistent	STN		GCF_918291015.1_CDS_0156		NZ_CAKJZG010000003.1	166756	170145	+	False	model	split	0.78		
2	SusCD_model	PUL	1	GCA_000273195.1_CDS_0446	persistent	SusD-like_3		GCF_918291015.1_CDS_0157		NZ_CAKJZG010000003.1	170174	171988	+	False	model	split	0.78		
