system number	system name	functional unit name	subsystem number	gene family	partition	annotation	secondary_names	gene.ID	gene.name	contig	start	stop	strand	is_fragment	category	genomic organization	completeness	product	overlapping_units
2	SusCD_model	PUL	4	GCF_021410305.1_CDS_4116	persistent	GH43		GCA_003472925.1_CDS_0694		QRNR01000013.1	10249	12606	-	False	model	split	0.78		29:0.67
2	SusCD_model	PUL	8	GCF_964240805.1_CDS_0908	persistent	SusD-like_3		GCA_003472925.1_CDS_0928		QRNR01000015.1	10969	12765	+	False	model	split	0.78		
2	SusCD_model	PUL	3	GCA_963560205.1_CDS_1251	persistent	CarbopepD_reg_2		GCA_003472925.1_CDS_0687		QRNR01000013.1	120	1157	+	True	model	split	0.78		29:0.67
2	SusCD_model	PUL	3	GCA_963560205.1_CDS_1251	persistent	CarbopepD_reg_2		GCA_003472925.1_CDS_0688		QRNR01000013.1	1274	3250	+	False	model	split	0.78		29:0.67
2	SusCD_model	PUL	8	GCA_000273195.1_CDS_1717	persistent			GCA_003472925.1_CDS_0929		QRNR01000015.1	12802	13995	+	False	context	split	0.78		
2	SusCD_model	PUL	4	GCA_000699685.1_CDS_0692	persistent			GCA_003472925.1_CDS_0695		QRNR01000013.1	12822	15725	+	False	context	split	0.78		29:0.67
2	SusCD_model	PUL	5	GCA_024791005.1_CDS_5653	shell			GCA_003472925.1_CDS_2690		QRNR01000032.1	14945	15400	+	True	context	split	0.78		
2	SusCD_model	PUL	5	GCA_022718855.1_CDS_0233	shell	STP		GCA_003472925.1_CDS_2691		QRNR01000032.1	15573	16298	+	True	model	split	0.78		
2	SusCD_model	PUL	1	GCA_000273195.1_CDS_6259	shell	TF		GCA_003472925.1_CDS_0507		QRNR01000117.1	162	1340	-	False	model	split	0.78		29:0.67
2	SusCD_model	PUL	5	GCA_022718855.1_CDS_0233	shell	STP		GCA_003472925.1_CDS_2692		QRNR01000032.1	16298	17074	+	False	model	split	0.78		
2	SusCD_model	PUL	5	GCA_000273195.1_CDS_0700	shell	TF		GCA_003472925.1_CDS_2693		QRNR01000032.1	17071	17916	-	False	model	split	0.78		
2	SusCD_model	PUL	5	GCF_022716715.1_CDS_3068	shell	GH43		GCA_003472925.1_CDS_2694		QRNR01000032.1	18131	22330	-	False	model	split	0.78		
2	SusCD_model	PUL	5	GCF_023668595.1_CDS_0410	shell			GCA_003472925.1_CDS_2695		QRNR01000032.1	22643	25342	-	False	context	split	0.78		
